Site_ID,Data_Type,Data_Supplier,Date,Easting,Northing,Total_Dissolved_Solids_mg_L,Turbidity_NTU,Alkalinity_as_Calcium_Carbonate_mg_L,Chloride_mg_L,Silica_Reactive_mg_L,Ammonia_as_N_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrogen_Total_as_N_mg_L,Phosphorus_Total_as_P_mg_L,pH_field,Dissolved_Organic_Carbon_mg_L,Total_Organic_Carbon_mg_L,Chlorophyll_a_mg_m3,Chlorophyll_b_mg_m3,Pheophytin_a_mg_m3,Total_Algae_Cell_Count_cells_mL,Total_Biovolume_mm3_L
Mark Point,Laboratory,AWQC,20/12/2022,325762,6054914,2970,24,88,1600,2.91,0.016,0.002,1.46,0.112,7.9,11.7,14.8,29.2,,5.89,43300,
Mark Point,Laboratory,AWQC,20/01/2023,325762,6054914,571,93,115,220,6.28,0.039,0.563,2.73,0.398,7.8,16.4,23.5,11.8,,9.14,1620,
Mark Point,Laboratory,AWQC,15/02/2023,325762,6054914,678,83,110,293,2.97,<0.001,0.002,2.94,0.386,8.3,13.9,22,56.5,,26.6,228000,
Mark Point,Laboratory,AWQC,16/03/2023,325762,6054914,8500,7.6,136,4800,1.48,0.004,0.003,1.27,0.036,8.4,13.2,15.2,17.5,,12.8,169000,
Mark Point,Laboratory,AWQC,13/04/2023,325762,6054914,4610,32,149,2150,<0.05,0.003,<0.0005,2.4,0.215,8.6,12.3,20,61.1,,25.6,480000,
Mark Point,Laboratory,AWQC,19/05/2023,325762,6054914,13700,1.3,151,7060,0.37,0.006,<0.0005,1.71,<0.005,8.2,13.2,14.4,16.6,,5.36,19800,
Mark Point,Laboratory,AWQC,28/06/2023,325762,6054914,9850,4.8,138,5580,<0.05,<0.001,0.002,1.11,0.006,7.9,10.2,10.9,37.1,,10.4,48000,
Mark Point,Laboratory,AWQC,27/07/2023,325762,6054914,15600,3.6,145,8200,0.23,0.017,0.004,1.08,0.064,8,11.8,12.2,5.99,,2.9,8400,
Mark Point,Laboratory,AWQC,16/08/2023,325762,6054914,16700,2.2,137,9440,1.04,0.045,0.007,1.41,<0.005,8.2,13.9,14.3,9.02,,5.42,45400,
Mark Point,Laboratory,AWQC,28/09/2023,325762,6054914,19400,10,121,9690,1.71,0.035,0.045,1.88,0.108,7.9,13.4,14,2.04,,3.18,2720,
Mark Point,Laboratory,AWQC,20/03/2024,325762,6054914,13500,7.6,106,642,11.6,127,13,1.39,0.106,8,7,9.3,11.9,,8.34,480,
Mark Point,Laboratory,AWQC,8/05/2024,325762,6054914,16000,2.9,109,8960,2.19,9,4.7,1.15,0.082,8.1,7.1,7.5,9.68,,3.32,8090,
McGrath Flat North,Laboratory,AWQC,22/01/2020,354600,6029390,125000,29,211,62500,1.46,0.056,0.009,6.52,0.258,7.8,28.8,38.1,41.9,,7.47,,21200
McGrath Flat North,Laboratory,AWQC,18/02/2020,354600,6029390,118000,16,208,54500,6.17,0.079,0.004,6.2,0.264,7.7,26.9,33.3,42.8,,7.69,,
McGrath Flat North,Laboratory,AWQC,17/03/2020,354600,6029390,129000,28,224,65700,2.47,0.021,0.004,7.04,0.258,7.8,29.4,37.9,43.1,,10.1,,
McGrath Flat North,Laboratory,AWQC,15/04/2020,354600,6029390,63700,15,177,34200,0.2,0.009,0.009,2.79,0.014,8,14.2,18.9,30.5,,9.08,,
McGrath Flat North,Laboratory,AWQC,12/05/2020,354600,6029390,44200,11,182,21700,1.21,0.023,0.004,1.69,0.079,8.1,7.5,10.1,13.3,,6.32,,
McGrath Flat North,Laboratory,AWQC,11/06/2020,354600,6029390,77800,7.5,194,41000,0.4,0.022,0.007,4.12,0.187,8,17,20,13.7,,2.21,,
McGrath Flat North,Laboratory,AWQC,24/06/2020,354600,6029390,61600,14,182,33900,0.23,0.046,0.005,2.34,0.121,8.1,13.7,16.8,10.3,,5.27,,
McGrath Flat North,Laboratory,ALS,7/07/2020,354600,6029390,71900,8.8,194,,<0.05,0.02,<0.01,2.8,0.89,7.14,24,28,6,2,<1,462082,
McGrath Flat North,Laboratory,ALS,22/07/2020,354600,6029390,55900,7.2,200,31100,<0.05,<0.02,0.01,3.1,0.33,6.82,14,15,4,<1,2,284727,
McGrath Flat North,Laboratory,ALS,5/08/2020,354600,6029390,85900,16,198,40600,<0.05,<0.02,0.01,3.1,0.87,7.54,20,23,4,<1,<1,555460,15.19
McGrath Flat North,Laboratory,ALS,26/08/2020,354600,6029390,63300,10.5,226,34800,0.44,0.03,<0.01,2.6,0.2,8.18,19,17,5,<1,1,403423,12.18
McGrath Flat North,Laboratory,ALS,9/09/2020,354600,6029390,50600,5.7,165,26700,<0.10,0.04,<0.01,2.2,0.17,8.78,17,19,4,<1,<1,105017,3.36
McGrath Flat North,Laboratory,ALS,30/09/2020,354600,6029390,60900,10.9,178,35500,<0.05,<0.02,<0.01,3.1,0.32,8.27,22,25,8,<2,2,1706805,386.92
McGrath Flat North,Laboratory,ALS,21/10/2020,354600,6029390,84000,10.3,232,39200,<0.05,<0.02,<0.01,4.2,1.61,8.35,28,32,6,<1,3,5355840,111.16
McGrath Flat North,Laboratory,ALS,17/11/2020,354600,6029390,71900,19.7,225,41200,0.67,<0.02,<0.01,2.9,0.83,8.43,25,28,7,<2,3,954916,8.06
McGrath Flat North,Laboratory,ALS,1/12/2020,354600,6029390,82200,13.8,214,39400,<0.05,<0.02,<0.01,2.8,0.57,8.43,25,31,7,<2,2,1693597,10.69
McGrath Flat North,Laboratory,ALS,3/02/2021,354600,6029390,98500,36.6,218,62200,2.91,<0.02,<0.01,<10.0,2.06,7.86,42,51,15,10,15,952363,9.53
McGrath Flat North,Laboratory,ALS,24/02/2021,354600,6029390,83500,24.2,194,55300,1.95,<0.02,<0.01,2.6,2.95,7.96,28,32,12,<1,6,520266,12.79
McGrath Flat North,Laboratory,ALS,17/03/2021,354600,6029390,78000,21.9,174,44000,1.07,<0.02,<0.01,2.4,2.9,8.24,26,30,9,<1,2,175699,11.92
McGrath Flat North,Laboratory,ALS,7/04/2021,354600,6029390,53600,24,146,30000,<0.05,<0.02,<0.01,1,0.53,8.53,19,22,<1,<2,<2,353831,5.82
McGrath Flat North,Laboratory,ALS,12/05/2021,354600,6029390,53000,46,194,33100,0.42,<0.02,<0.01,2.8,0.5,8.61,23,28,6,<3,3,121108,3.5
McGrath Flat North,Laboratory,ALS,21/06/2021,354600,6029390,78300,15.2,189,42000,0.4,<0.02,<0.01,3,2.44,9.59,24,29,11,<1,5,863605,10.15
McGrath Flat North,Laboratory,ALS,28/06/2021,354600,6029390,41500,7.3,198,27000,0.9,0.02,<0.01,1.4,0.43,9.98,11,13,5,<1,3,146801,3.32
McGrath Flat North,Laboratory,ALS,13/07/2021,354600,6029390,59500,5.3,207,32300,0.45,<0.02,0.1,0.7,<0.01,11.86,21,24,3,<1,<1,261272,4.97
McGrath Flat North,Laboratory,ALS,9/08/2021,354600,6029390,67400,11.2,196,39800,1.53,<0.02,<0.01,3.7,0.46,7.97,24,28,9,<1,2,959972,6.27
McGrath Flat North,Laboratory,ALS,24/08/2021,354600,6029390,67200,12.1,205,35300,0.48,<0.02,<0.01,0.7,<0.01,6.75,22,26,7,1,3,619924,4.98
McGrath Flat North,Laboratory,ALS,8/09/2021,354600,6029390,76500,10.8,193,43400,0.28,<0.02,<0.01,2.2,1.64,8.1,23,27,,,,486155,3.84
McGrath Flat North,Laboratory,ALS,22/09/2021,354600,6029390,60900,16.3,189,33200,0.42,<0.02,<0.01,2,1.2,7.11,19,22,4,<1,2,677366,5.25
McGrath Flat North,Laboratory,ALS,26/10/2021,354600,6029390,87900,12.1,225,46100,0.35,0.07,<0.01,2.2,2.45,6.77,29,34,4,<1,1,875068,6.93
McGrath Flat North,Laboratory,ALS,16/11/2021,354600,6029390,73500,15,187,32000,0.99,<0.02,0.03,3,0.25,6.98,30,28,4,<1,<1,334707,2.93
McGrath Flat North,Laboratory,ALS,14/12/2021,354600,6029390,89200,37.2,200,42400,1.3,<0.02,<0.01,3.2,4.03,8.05,36,48,17,<2,3,2298152,34.2
McGrath Flat North,Laboratory,ALS,20/01/2022,354600,6029390,77400,13.7,174,34000,0.43,<0.02,<0.01,3,0.99,7.32,29,31,3,<1,3,439642,5.06
McGrath Flat North,Laboratory,ALS,22/02/2022,354600,6029390,70200,14.5,191,33800,0.15,0.2,<0.01,1.4,0.76,7.85,27,31,6,<1,2,146130,3.5
McGrath Flat North,Laboratory,ALS,16/03/2022,354600,6029390,68000,22.1,181,26300,1.09,<0.02,0.01,4.2,0.71,7.72,26,32,18,2,2,358677,7.37
McGrath Flat North,Laboratory,ALS,20/04/2022,354600,6029390,50300,16.6,161,24200,0.33,<0.02,<0.01,0.6,0.03,7.51,21,22,13,3,3,689461,16.96
McGrath Flat North,Laboratory,ALS,19/05/2022,354600,6029390,11900,51.8,144,6560,0.11,0.12,0.06,4.4,0.29,7.09,15,16,31,15,25,79880,3.17
McGrath Flat North,Laboratory,ALS,2/06/2022,354600,6029390,23900,25.7,140,13100,1.17,0.13,0.08,4,0.09,6.35,18,20,3,<1,1,157583,9.59
McGrath Flat North,Laboratory,ALS,20/07/2022,354600,6029390,60500,13.9,179,28800,1.95,<0.02,<0.01,3.2,0.12,,28,34,8,<1,3,620961,16.38
McGrath Flat North,Laboratory,ALS,31/08/2022,354600,6029390,45400,35.8,170,20300,0.24,<0.02,<0.01,3.3,0.25,,22,24,8,<2,6,210062,5.86
McGrath Flat North,Laboratory,ALS,28/09/2022,354600,6029390,54900,11.9,164,28000,0.05,<0.02,<0.01,3.8,<0.1,,24,29,,,,247930,4.2
McGrath Flat North,Laboratory,AWQC,9/11/2022,354600,6029390,41600,3.1,173,23300,0.06,,0.002,2.55,0.056,8.4,17.2,18.7,2.62,,1.1,89500,
McGrath Flat North,Laboratory,AWQC,24/11/2022,354600,6029390,32300,4.7,140,17200,<0.05,0.056,<0.0005,1.81,0.055,8.2,13.4,14.6,4.9,,1.56,19800,
McGrath Flat North,Laboratory,AWQC,20/12/2022,354600,6029390,62100,11,204,31500,0.24,0.074,0.003,3.79,0.143,8.2,19.5,22.9,33.1,,9.9,1720000,
McGrath Flat North,Laboratory,AWQC,20/01/2023,354600,6029390,36600,2.6,157,7930,11.5,0.109,0.004,1.7,0.066,8,17.2,17.2,7.28,,2.41,117000,
McGrath Flat North,Laboratory,AWQC,15/02/2023,354600,6029390,46100,4.5,181,27300,0.43,0.086,0.024,3.49,0.151,8.1,19.3,22.4,12.5,,6.15,290000,
McGrath Flat North,Laboratory,AWQC,16/03/2023,354600,6029390,59600,7,196,32300,1.6,0.067,0.011,2.84,0.066,8.1,20.1,22.6,25.1,,12.4,479000,
McGrath Flat North,Laboratory,AWQC,13/04/2023,354600,6029390,58600,26,191,30900,5.26,0.05,0.004,3.98,0.226,7.9,19.3,26,56.5,,49.8,797000,
McGrath Flat North,Laboratory,AWQC,19/05/2023,354600,6029390,59000,7.3,204,33200,3.46,0.038,0.001,4.09,0.029,7.9,19.7,22.3,54.3,,20,747000,
McGrath Flat North,Laboratory,AWQC,28/06/2023,354600,6029390,33400,4.8,169,17400,1.94,0.236,0.128,2.09,0.026,7.8,16,16.3,2.13,,1.88,5790,
McGrath Flat North,Laboratory,AWQC,27/07/2023,354600,6029390,49900,5.6,189,23900,3.38,0.03,0.011,2.68,0.096,8.1,17.9,19.8,29.4,,11.2,407000,
McGrath Flat North,Laboratory,AWQC,16/08/2023,354600,6029390,51400,7,187,25500,0.58,0.05,0.003,3.13,<0.005,8.4,22.4,24.7,24.3,,12.9,595000,
McGrath Flat North,Laboratory,AWQC,27/09/2023,354600,6029390,53800,12,195,26100,2.7,0.022,0.006,3.87,0.127,8.4,21.9,25.5,65.6,,21.8,1100000,
McGrath Flat North,Laboratory,AWQC,20/03/2024,354600,6029390,79000,15,173,35100,7.19,50,9.2,5.64,0.21,8.1,30.3,37,41.5,,17.6,1350000,
McGrath Flat North,Laboratory,AWQC,8/05/2024,354600,6029390,46800,22,157,23100,2.67,105,1,4.92,0.208,8.1,21.8,24.4,14.2,,7.63,546000,
Morella Basin at outlet regulator,Laboratory,ALS,7/07/2020,380179,6001380,,,,,,,,,,,,,,,,,
Morella Basin at outlet regulator,Laboratory,ALS,22/07/2020,380179,6001380,,,,,,,,,,,,,,,,,
Morella Basin at outlet regulator,Laboratory,ALS,5/08/2020,380179,6001380,,,,,,,,,,,,,,,,,
Morella Basin at outlet regulator,Laboratory,ALS,26/08/2020,380179,6001380,,,,,,,,,,,,,,,,,
Morella Basin at outlet regulator,Laboratory,ALS,9/09/2020,380179,6001380,,,,,,,,,,,,,,,,,
Morella Basin at outlet regulator,Laboratory,ALS,30/09/2020,380179,6001380,,,,,,,,,,,,,,,,,
Morella Basin at outlet regulator,Laboratory,ALS,21/10/2020,380179,6001380,,,,,,,,,,,,,,,,,
Morella Basin at outlet regulator,Laboratory,ALS,17/11/2020,380179,6001380,,,,,,,,,,,,,,,,,
Morella Basin at outlet regulator,Laboratory,ALS,1/12/2020,380179,6001380,,,,,,,,,,,,,,,,,
Morella Basin at outlet regulator,Laboratory,ALS,3/02/2021,380179,6001380,,,,,,,,,,,,,,,,,
Morella Basin at outlet regulator,Laboratory,ALS,24/02/2021,380179,6001380,22900,3.5,423,13200,7.99,0.04,<0.01,2.3,0.09,9.02,26,25,4,<1,1,14880,7.63
Morella Basin at outlet regulator,Laboratory,ALS,17/03/2021,380179,6001380,28200,23.3,542,12800,17.6,0.12,<0.01,3.1,0.11,8.3,25,24,3,<1,<1,3781,8.2
Morella Basin at outlet regulator,Laboratory,ALS,7/04/2021,380179,6001380,30700,42.2,699,17000,26,0.07,<0.01,0.6,<0.01,8.4,30,35,14,<1,3,319933,110.29
Morella Basin at outlet regulator,Laboratory,ALS,12/05/2021,380179,6001380,22200,46.2,614,9710,20.1,0.05,0.01,2.9,0.02,8.96,25,26,<2,<2,<2,441609,6.27
Morella Basin at outlet regulator,Laboratory,ALS,21/06/2021,380179,6001380,13500,6,387,5000,15.5,<0.02,<0.01,1.8,0.08,10.95,10,12,33,10,8,43341,5.23
Morella Basin at outlet regulator,Laboratory,ALS,28/06/2021,380179,6001380,9360,3.9,440,4560,15.1,0.05,<0.01,1.1,0.04,11.04,6,8,17,4,3,18446,9.58
Morella Basin at outlet regulator,Laboratory,ALS,13/07/2021,380179,6001380,8160,5.3,439,3780,14.5,0.07,0.02,1.2,0.06,12.96,6,8,12,5,2,10930,4.04
Morella Basin at outlet regulator,Laboratory,ALS,9/08/2021,380179,6001380,6440,6.9,389,3500,16,0.06,0.03,0.8,0.05,8.5,8,6,3,<1,<1,10452,2.76
Morella Basin at outlet regulator,Laboratory,ALS,24/08/2021,380179,6001380,6710,2.9,419,3500,15.3,0.06,0.26,1.5,0.04,8.77,7,9,3,<1,<1,16540,3.46
Morella Basin at outlet regulator,Laboratory,ALS,8/09/2021,380179,6001380,7800,3,368,3790,9.32,0.04,0.09,0.8,0.09,8.89,7,9,,,,11985,1
Morella Basin at outlet regulator,Laboratory,ALS,22/09/2021,380179,6001380,7870,1.3,372,3980,5.67,<0.02,<0.01,0.7,0.08,8.9,9,10,<1,<1,<1,27276,0.91
Morella Basin at outlet regulator,Laboratory,ALS,26/10/2021,380179,6001380,8380,2.1,275,4290,8.73,0.21,<0.01,0.8,0.04,9.61,11,10,<1,<1,<1,54852,1.08
Morella Basin at outlet regulator,Laboratory,ALS,16/11/2021,380179,6001380,8880,5.4,227,4270,8.15,0.08,0.04,0.2,<0.01,9.19,9,9,1,<1,<1,50041,1.2
Morella Basin at outlet regulator,Laboratory,ALS,14/12/2021,380179,6001380,9650,1.9,195,5120,1.14,0.07,<0.01,0.6,0.08,10.09,13,13,<1,<1,<1,17652,0.77
Morella Basin at outlet regulator,Laboratory,ALS,20/01/2022,380179,6001380,12900,2.8,222,6600,0.19,0.28,<0.01,1.3,0.05,10.02,19,19,1,<1,<1,5864,4.1
Morella Basin at outlet regulator,Laboratory,ALS,22/02/2022,380179,6001380,18000,2.2,326,8540,0.17,0.03,<0.01,0.8,0.03,9.41,22,22,7,<1,<1,33848,8.11
Morella Basin at outlet regulator,Laboratory,ALS,16/03/2022,380179,6001380,16700,1.9,338,7540,0.38,<0.02,0.01,1.3,0.04,9.59,22,20,3,<1,<1,7384,1.32
Morella Basin at outlet regulator,Laboratory,ALS,20/04/2022,380179,6001380,14500,11.1,414,7630,7.28,0.06,<0.01,0.9,<0.01,8.77,17,16,5,<1,2,7077,3.78
Morella Basin at outlet regulator,Laboratory,ALS,19/05/2022,380179,6001380,12800,10.2,450,7310,12.5,0.07,<0.01,3.7,0.19,6.32,24,26,4,<1,2,1517,2.84
Morella Basin at outlet regulator,Laboratory,ALS,2/06/2022,380179,6001380,,,,,,,,,,6.22,,,,,,2153,1.26
Morella Basin at outlet regulator,Laboratory,ALS,20/07/2022,380179,6001380,7710,5.1,379,4160,16.3,0.15,<0.01,1,0.02,,11,15,4,<1,3,8220,3.36
Morella Basin at outlet regulator,Laboratory,ALS,31/08/2022,380179,6001380,6880,4.2,375,3490,16.2,<0.02,<0.01,0.7,<0.02,,10,17,6,<1,<1,13745,1.74
Morella Basin at outlet regulator,Laboratory,ALS,29/09/2022,380179,6001380,22000,2.9,379,4150,17.5,<0.02,<0.01,2.6,0.04,,11,9,5,<1,<1,9027,2.6
Morella Basin at outlet regulator,Laboratory,AWQC,9/11/2022,380179,6001380,8120,1.6,386,4100,16.9,0.021,<0.0005,0.48,<0.005,8.7,9.1,10.8,3.59,,0.62,229000,
Morella Basin at outlet regulator,Laboratory,AWQC,24/11/2022,380179,6001380,8250,2.2,370,4160,17,0.022,<0.0006,0.97,0.011,8.8,9.4,11.8,4.58,,0.84,114000,
Morella Basin at outlet regulator,Laboratory,AWQC,20/12/2022,380179,6001380,9920,1.8,341,5200,18.5,0.025,0.004,1.16,0.024,8.8,11,12,3.55,,0.86,199000,
Morella Basin at outlet regulator,Laboratory,AWQC,20/01/2023,380179,6001380,12700,1.5,322,7190,16,0.032,0.002,1.22,0.025,8.9,14.1,14.6,2.33,,1.06,17900,
Morella Basin at outlet regulator,Laboratory,AWQC,15/02/2023,380179,6001380,14600,1.3,300,8690,14.6,0.109,0.005,1.69,0.058,8.9,13.7,16.1,2.87,,0.55,18700,
Morella Basin at outlet regulator,Laboratory,AWQC,16/03/2023,380179,6001380,15500,2.4,266,8150,8.5,0.054,0.004,1.09,<0.005,9.1,15.1,17.3,3.84,,1.22,5280,
Morella Basin at outlet regulator,Laboratory,AWQC,13/04/2023,380179,6001380,14000,1.8,257,6490,5.57,0.03,<0.0005,1.28,0.017,9.3,13.5,14,3.38,,1.05,2420,
Morella Basin at outlet regulator,Laboratory,AWQC,19/05/2023,380179,6001380,11700,1.7,268,6430,7.23,0.047,0.002,1.61,<0.005,9.2,12,12.1,1.16,,0.27,3390,
Morella Basin at outlet regulator,Laboratory,AWQC,28/06/2023,380179,6001380,7990,2.4,300,4360,11.1,0.052,0.025,0.73,<0.005,8.6,8.9,8.3,2.28,,0.31,1360,
Morella Basin at outlet regulator,Laboratory,AWQC,27/07/2023,380179,6001380,6990,2.1,376,3600,16.5,0.083,0.368,1.32,0.016,8.6,9.3,9.4,2.67,,1.04,28800,
Morella Basin at outlet regulator,Laboratory,AWQC,16/08/2023,380179,6001380,7360,2.3,360,3860,12.9,0.057,0.013,1.06,<0.005,8.6,10,10.6,2.38,,1.16,111000,
Morella Basin at outlet regulator,Laboratory,AWQC,28/09/2023,380179,6001380,10300,1.9,354,5450,12.1,0.069,0.004,1.37,<0.005,8.5,10.9,11.6,3.26,,0.7,142000,
Morella Basin at outlet regulator,Laboratory,AWQC,21/03/2024,380179,6001380,13900,11,486,7570,18.9,83,11,2.21,<0.005,8.4,18.6,18.3,1.75,,0.54,630,
Morella Basin at outlet regulator,Laboratory,AWQC,9/05/2024,380179,6001380,11000,3.9,541,6120,17.4,49,1.4,2.1,0.043,8.3,12.8,13.6,4.66,,2.14,1860,
Morella Creek at gauge,Laboratory,AWQC,22/01/2020,378811,6001360,13900,5.2,295,8220,2.56,0.092,0.005,2.78,0.049,9.1,24.3,27.6,13.6,,6.8,,
Morella Creek at gauge,Laboratory,AWQC,18/02/2020,378811,6001360,14100,3.2,258,7350,1.38,0.005,0.002,2.78,0.054,9.1,22.7,28.4,13.4,,4.96,,
Morella Creek at gauge,Laboratory,AWQC,17/03/2020,378811,6001360,16000,2.6,271,8860,0.71,0.548,0.013,2.97,0.281,9.8,24.1,26.9,6.11,,2.95,,
Morella Creek at gauge,Laboratory,AWQC,15/04/2020,378811,6001360,15900,4.2,327,7980,3.78,0.108,0.004,2.22,0.021,9.1,21.8,24.1,10.9,,3.14,,
Morella Creek at gauge,Laboratory,AWQC,12/05/2020,378811,6001360,13500,4.8,330,7170,7.04,0.031,0.004,1.91,0.038,8.9,18.2,18.8,4.89,,3.68,,
Morella Creek at gauge,Laboratory,AWQC,11/06/2020,378811,6001360,11400,2.3,349,6310,10.8,0.071,0.006,1.61,0.053,8.7,14.8,15.4,4.77,,2.98,,
Morella Creek at gauge,Laboratory,AWQC,24/06/2020,378811,6001360,11200,2.2,349,5270,11.5,0.018,0.009,1.37,0.023,8.6,15.5,16.2,8.15,,4.99,,
Morella Creek at gauge,Laboratory,ALS,7/07/2020,378811,6001360,11300,2.4,377,,13.7,0.07,<0.01,1.4,0.004,7.26,12,16,4,<1,2,137432,
Morella Creek at gauge,Laboratory,ALS,22/07/2020,378811,6001360,10700,2.2,406,5730,13.8,0.06,0.02,1.6,0.04,7.44,11,13,10,<1,3,261350,
Morella Creek at gauge,Laboratory,ALS,5/08/2020,378811,6001360,10700,3.2,422,6110,15.6,0.02,<0.01,1.6,0.05,8.36,11,14,9,<1,4,417610,23.24
Morella Creek at gauge,Laboratory,ALS,26/08/2020,378811,6001360,15800,2.8,456,5060,13.7,0.12,0.01,1.4,0.03,8.7,3,6,5,<1,<1,300508,12.92
Morella Creek at gauge,Laboratory,ALS,9/09/2020,378811,6001360,9910,3.2,405,5580,15.7,0.04,<0.01,1.7,0.03,8.79,11,17,10,<1,2,297741,17.3
Morella Creek at gauge,Laboratory,ALS,30/09/2020,378811,6001360,9330,5.9,368,5340,14.2,0.06,0.01,1.3,0.02,8.88,14,13,4,<1,1,955074,23.33
Morella Creek at gauge,Laboratory,ALS,21/10/2020,378811,6001360,18600,12.7,393,4860,14.8,0.2,<0.01,1.7,0.07,9.06,11,12,1,<1,<1,315618,16.25
Morella Creek at gauge,Laboratory,ALS,17/11/2020,378811,6001360,11300,3.6,376,6060,13.8,0.07,0.01,1.4,0.02,9.44,15,13,2,<1,1,65946,7.03
Morella Creek at gauge,Laboratory,ALS,1/12/2020,378811,6001360,13400,2.6,329,6770,9.45,<0.02,0.01,1.7,0.07,9.5,17,17,<1,<1,<1,20589,0.8
Morella Creek at gauge,Laboratory,ALS,3/02/2021,378811,6001360,22200,3.7,369,11400,4.46,<0.02,<0.01,<10.0,1.94,8.51,26,26,<1,<1,<1,17211,2.63
Morella Creek at gauge,Laboratory,ALS,24/02/2021,378811,6001360,22100,10.2,422,13100,9.51,0.05,<0.01,0.1,<0.01,8.81,26,28,2,<1,<1,92317,6.94
Morella Creek at gauge,Laboratory,ALS,17/03/2021,378811,6001360,28100,10.2,556,13400,18.2,0.1,<0.01,3.1,0.11,8.43,22,23,2,<1,1,4931,11.18
Morella Creek at gauge,Laboratory,ALS,7/04/2021,378811,6001360,35600,3.5,687,17200,24.1,0.04,<0.01,0.2,<0.01,8.48,28,27,9,<1,2,147221,57.51
Morella Creek at gauge,Laboratory,ALS,12/05/2021,378811,6001360,22100,17.3,612,9800,20,0.06,0.01,2.9,<0.01,9.27,22,22,2,<1,<1,359698,9.54
Morella Creek at gauge,Laboratory,ALS,21/06/2021,378811,6001360,8970,3.5,397,5230,12.6,0.02,<0.01,1,0.1,11.49,9,9,21,6,3,13822,2.58
Morella Creek at gauge,Laboratory,ALS,28/06/2021,378811,6001360,8450,4,425,4730,13,0.05,0.01,0.9,0.04,11.12,7,8,34,6,3,18115,11.36
Morella Creek at gauge,Laboratory,ALS,13/07/2021,378811,6001360,7130,3.2,442,3830,12.2,0.03,<0.01,1.2,0.03,11.86,10,10,6,<1,<1,8362,4.19
Morella Creek at gauge,Laboratory,ALS,9/08/2021,378811,6001360,6180,5.3,391,3570,16,0.07,0.03,0.8,0.06,8.38,6,6,6,<1,3,7471,3.08
Morella Creek at gauge,Laboratory,ALS,24/08/2021,378811,6001360,6250,3.1,422,3580,15.3,0.08,0.26,1.5,0.04,7.32,4,10,4,<1,<1,15713,4.44
Morella Creek at gauge,Laboratory,ALS,8/09/2021,378811,6001360,6800,3.6,367,3730,9.18,0.4,0.09,1.1,0.05,8.63,9,9,,,,8222,0.49
Morella Creek at gauge,Laboratory,ALS,22/09/2021,378811,6001360,7600,1.8,367,4010,5.75,<0.02,<0.01,0.7,0.07,7.93,10,10,<1,<1,<1,3497,0.85
Morella Creek at gauge,Laboratory,ALS,26/10/2021,378811,6001360,8220,1.8,270,4330,8.49,0.2,<0.01,1,0.03,9.79,10,10,<1,<1,<1,22789,0.59
Morella Creek at gauge,Laboratory,ALS,16/11/2021,378811,6001360,8460,2.1,227,4160,7.95,0.07,0.04,0.2,<0.01,10.13,13,6,<1,<1,<1,48819,0.94
Morella Creek at gauge,Laboratory,ALS,14/12/2021,378811,6001360,8780,1.3,198,5200,1.4,0.08,<0.01,0.3,0.03,9.26,13,13,<1,<1,<1,16884,0.61
Morella Creek at gauge,Laboratory,ALS,20/01/2022,378811,6001360,13300,14.7,220,6660,0.83,0.3,<0.01,1.6,0.04,9.89,20,19,2,<1,3,9698,1.98
Morella Creek at gauge,Laboratory,ALS,22/02/2022,378811,6001360,14200,3.1,533,6760,33,<0.02,0.01,0.7,0.09,8.47,20,23,2,<1,1,9851,0.81
Morella Creek at gauge,Laboratory,ALS,16/03/2022,378811,6001360,16100,10.4,428,7330,12.5,0.06,0.01,1.9,0.06,8.85,24,25,2,<1,1,9298,0.36
Morella Creek at gauge,Laboratory,ALS,20/04/2022,378811,6001360,14800,18.6,410,7560,7.38,0.39,<0.01,0.9,<0.01,8.91,18,18,9,1,<1,8884,1.18
Morella Creek at gauge,Laboratory,ALS,19/05/2022,378811,6001360,13000,10.6,453,7300,12.9,0.2,<0.01,2.9,0.11,6.27,22,24,8,<1,2,44911,4.36
Morella Creek at gauge,Laboratory,ALS,2/06/2022,378811,6001360,,,,,,,,,,7.99,,,,,,3485,2
Morella Creek at gauge,Laboratory,ALS,21/07/2022,378811,6001360,8050,5,384,4330,16.7,0.1,0.01,1.1,0.02,,13,16,4,<1,<1,9635,3.24
Morella Creek at gauge,Laboratory,ALS,31/08/2022,378811,6001360,6950,10,376,3540,16.3,<0.02,<0.01,0.7,<0.02,,14,16,5,<1,<1,13111,1.5
Morella Creek at gauge,Laboratory,ALS,29/09/2022,378811,6001360,7490,7.4,367,4160,17.4,<0.02,<0.01,1.8,0.02,,10,12,7,<1,1,9358,1.67
Morella Creek at gauge,Laboratory,AWQC,9/11/2022,378811,6001360,8180,1.6,383,4200,16.6,0.049,0.048,0.77,0.018,8.8,11.4,11.4,4.04,,1.35,215000,
Morella Creek at gauge,Laboratory,AWQC,24/11/2022,378811,6001360,8380,2.6,372,4240,16.7,0.03,<0.0005,1.25,0.046,8.8,10,11.9,4.91,,1.78,240000,
Morella Creek at gauge,Laboratory,AWQC,20/12/2022,378811,6001360,10100,1.6,341,5240,18.3,0.028,0.004,0.78,0.024,8.8,10.7,11.6,3.78,,1.52,19200,
Morella Creek at gauge,Laboratory,AWQC,20/01/2023,378811,6001360,12700,1.7,325,7220,15.2,0.04,0.003,1.44,0.04,8.9,13.5,14.3,1.86,,1,5090,
