Sampling_point,Date,Easting,Northing,Distance_Murray_Mouth,AMPA_ug_L,Acidity_as_Calcium_Carbonate_mg_L,Aldrin_ug_L,Algae_Total_cells_mL,Alkalinity_as_Calcium_Carbonate_mg_L,Aluminium_Soluble_mg_L,Aluminium_Total_mg_L,Ammonia_as_N_mg_L,Antimony_Total_mg_L,Arsenic_Inorganic_mg_L,Atrazine_ug_L,Azinphos_methyl_ug_L,Bicarbonate_mg_L,Blue_Green_Algae_Total_cells_mL,Cadmium_Total_mg_L,Calcium_mg_L,Calcium_Hardness_as_CaCO3_mg_L,Carbon_Dioxide_Free_mg_L,Carbonate_mg_L,Carbonate_hardness_as_CaCO3_mg_L,Cells_ml_cells_mL,Chlordane_a_ug_L,Chlordane_g_ug_L,Chloride_mg_L,Chlorides_Total_as_NaCl_mg_L,Chlorophyll_a_ug_L,Chlorophyll_b_ug_L,Chlorothalonil_ug_L,Chlorpyrifos_ug_L,Chlorthal_Dimethyl_ug_L,Chromium_Total_mg_L,Conductivity_uS_cm,Copper_Total_mg_L,DDD_ug_L,DDE_ug_L,DDT_ug_L,Diazinon_ug_L,Dieldrin_ug_L,Dissolved_Organic_Carbon_mg_L,Dissolved_Oxygen_mg_L,Dissolved_solids_by_calculation_mg_L,Endosulfan_ug_L,Endosulfan_1_ug_L,Endosulfan_2_ug_L,Endosulfan_Sulphate_ug_L,Endrin_ug_L,Fenitrothion_ug_L,Fixed_Solids_mg_L,Geosmin_MIB_producing_BGA_Total_cells_mL,Glyphosate_ug_L,Heptachlor_ug_L,Heptachlor_Epoxide_ug_L,Hexazinone_ug_L,Ion_balance_percent,Iron_Soluble_mg_L,Iron_Total_mg_L,Langelier_Index,Lead_Total_mg_L,Lindane_ug_L,Magnesium_mg_L,Magnesium_Hardness_as_CaCO3_mg_L,Malathion_ug_L,Mercury_Total_mg_L,Methoxychlor_ug_L,Nickel_Total_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrate_as_Nitrogen_mg_L,Nitrite_as_Nitrogen_mg_L,Nitrogen_Total_mg_L,Noncarbonate_hardness_as_CaCO3_mg_L,Parathion_ug_L,Parathion_methyl_ug_L,Phaeophytin_a_ug_L,Phosphorus_Filterable_Reactive_as_P_mg_L,Phosphorus_Total_mg_L,Potassium_mg_L,Prometryne_ug_L,Selenium_Total_mg_L,Silica_Reactive_mg_L,Silver_Total_mg_L,Simazine_ug_L,Sodium_mg_L,Sodium_Adsorption_Ratio_Calculation,Sodium_Total_cations_ratio_percent,Sulphate_mg_L,Suspended_Solids_mg_L,TKN_as_Nitrogen_mg_L,Temperature_at_which_pH_is_measured_celsius,Total_Dissolved_Solids_by_EC_mg_L,Total_Dissolved_Solids_by_evaporation_mg_L,Total_Hardness_as_CaCO3_mg_L,Total_Organic_Carbon_mg_L,Trifluralin_ug_L,Turbidity_NTU,Vinclozolin_ug_L,Volatile_Suspended_Solids_mg_L,Zinc_Soluble_mg_L,Zinc_Total_mg_L,pH_pH_units,Total_Nitrogen
Noonameena,10/12/2001 14:00,342849,6041481,42.81,,,,,202,,0.663,0.021,0.002,0.004,,,216,,0.006,555,,,15,,,,,32800,,60,6.2,,,,0.03,83900,,,,,,,,,,,,,,,,,,,,,,0.24,,0.476,,0.005,,2270,,,0.0008,,0.014,0.005,,,,,,,,0.007,0.274,623,,0.002,2,0.008,,18300,,,4540,,3.62,,60000,,,,,19,,,,0.03,8.3,3.625
Noonameena,26/03/2002 0:00,342849,6041481,42.81,,,,,174,,0.307,0.019,0.002,0.004,,,180,,0.005,608,,,16,,,,,33600,,44,3.8,,,,0.03,80300,,,,,,,,,,,,,,,,,,,,,,-0.48,,0.182,,0.005,,2220,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.234,620,,0.002,3,0.008,,18600,,,4520,,3.56,,57000,,,,,19,,,,0.03,8.5,3.565
Noonameena,18/07/2002 13:30,342849,6041481,42.81,,,,,135,,0.413,0.2,0.002,0.002,,,165,,0.005,407,,,,,,,,20500,,9.9,0.8,,,,0.03,52200,,,,,,,,,,,,,,,,,,,,,,-1.5,,0.092,,0.005,,1360,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.043,397,,0.002,2,0.002,,11000,,,2830,,0.63,,34000,,,,,3.1,,,,0.03,8,0.635
Noonameena,18/11/2002 11:30,342849,6041481,42.81,,,,,197,,0.83,0.012,0.002,0.004,,,241,,0.005,782,,,,,,,,41800,,24,2.5,,,,0.01,90400,,,,,,,,,,,,,,,,,,,,,,-1.78,,0.601,,0.005,,2750,,,0.0004,,0.024,0.005,,,,,,,,0.005,0.151,813,,0.002,1,0.007,,22300,,,5660,,2.86,,66000,,,,,12,,,,0.03,8.1,2.865
Noonameena,17/02/2003 14:00,342849,6041481,42.81,,,,,175,,0.192,0.267,0.002,0.006,,,213,,0.005,917,,,,,,,,55800,,57,5.3,,,,0.01,124000,,,,,,,,,,,,,,,,,,,,,,-1.19,,0.053,,0.005,,3600,,,0.0003,,0.023,0.005,,,,,,,,0.013,0.242,1040,,0.001,2,0.002,,30400,,,7410,,4.66,,98000,,,,,11,,,,0.03,8.1,4.665
Noonameena,27/03/2003 14:00,342849,6041481,42.81,,,,,177,,0.105,0.04,0.002,0.005,,,216,,0.005,798,,,,,,,,47800,,35,5.6,,,,0.01,108000,,,,,,,,,,,,,,,,,,,,,,-3.28,,0.025,,0.005,,3110,,,0.0003,,0.019,0.005,,,,,,,,0.01,0.201,907,,0.001,1,0.002,,24700,,,6510,,3.3,,82000,,,,,6.4,,,,0.03,8,3.305
Noonameena,29/05/2003 15:30,342849,6041481,42.81,,,0.01,,149,,0.146,0.2,0.002,0.003,0.5,0.5,182,,0.005,516,,,,,,0.01,0.01,28300,,26,5.2,0.05,0.05,0.05,0.01,67800,,0.05,0.05,0.05,0.5,0.01,,,,,0.05,0.05,0.05,0.05,0.5,,,,0.05,0.05,0.5,-4.62,,0.136,,0.005,0.05,1750,,0.5,0.0003,0.05,0.015,0.005,,,,,0.5,0.3,,0.007,0.129,518,0.5,0.001,0.77,0.002,0.5,14200,,,3750,,1.79,,47000,,,,0.05,8.3,0.05,,,0.03,8.2,1.795
Noonameena,18/06/2003 0:00,342849,6041481,42.81,,,,,132,,0.125,0.2,0.002,0.002,,,161,,0.005,403,,,,,,,,20200,,16,3.2,,,,0.01,52300,,,,,,,,,,,,,,,,,,,,,,-0.87,,0.051,,0.005,,1330,,,0.0003,,0.011,0.005,,,,,,,,0.005,0.1,393,,0.002,0.39,0.002,,11000,,,2780,,0.54,,34000,,,,,3,,,,0.03,8.1,0.545
Noonameena,30/06/2003 13:21,342849,6041481,42.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000,,,,,,,,,,8,
Noonameena,24/07/2003 10:38,342849,6041481,42.81,,,,,156,,0.92,0.2,0.002,0.002,,,190,,0.005,531,,,,,,,,28900,,42,5.7,,,,0.01,69700,,,,,,,,12.8,,,,,,,,,,,,,,-3,,0.949,,0.005,,1860,,,0.0003,,0.009,0.005,,,,,,,,0.005,0.161,542,,0.002,0.55,0.0015,,15000,,,3850,,2.29,,48000,,,,,19,,,,0.03,8,2.295
Noonameena,20/08/2003 10:49,342849,6041481,42.81,,,,,177,,0.222,0.25,0.002,0.002,,,216,,0.005,629,,,,,,,,33300,,12,0.1,,,,0.01,82800,,,,,,,,,,,,,,,,,,,,,,-1.97,,0.083,,0.005,,2230,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.144,648,,0.006,0.62,0.0021,,17700,,,4730,,2.48,,59000,,,,,6.2,,,,0.03,8.2,2.485
Noonameena,15/09/2003 15:10,342849,6041481,42.81,,,,,157,,0.544,0.017,0.002,0.002,,,192,,0.005,258,,,,,,,,11800,,27,0.8,,,,0.03,33100,,,,,,,,,,,,,,,,,,,,,,-0.18,,0.58,,0.005,,828,,,0.0003,,0.01,0.005,,,,,,,,0.006,0.151,229,,0.001,0.5,0.002,,6530,,,1740,,1.77,,20000,,,,,10,,,,0.03,8.2,1.775
Noonameena,27/10/2003 12:30,342849,6041481,42.81,,,,,215,,0.26,0.022,0.002,0.003,,,262,,0.005,730,,,,,,,,38600,,14,3.7,,,,0.01,88500,,,,,,,,,,,,,,,,,,,,,,-1.3,,0.229,,0.005,,2620,,,0.001,,0.018,0.005,,,,,,,,0.006,0.165,750,,0.001,0.5,0.002,,20800,,,5520,,3.2,,64000,,,,,7.7,,,,0.03,8.2,3.205
Noonameena,24/11/2003 12:22,342849,6041481,42.81,,,,,211,,0.302,0.014,0.002,0.002,,,258,,0.005,951,,,,,,,,51300,,41,9.3,,,,0.01,108000,,,,,,,,,94900,,,,,,,,,,,,,2.38,,0.178,,0.005,,3560,,,0.0003,,0.037,0.005,,,,,,,,0.019,0.29,1040,,0.003,1.5,0.002,,30400,,,7590,,6.74,,82000,,,,,8.1,,,,0.03,8,6.745
Noonameena,9/12/2003 0:01,342849,6041481,42.81,,,,,207,0.084,,0.005,,,,,253,,0.005,972,,,,,,,,54800,,51,10,,,,0.01,110000,0.01,,,,,,,,,,,,,,,,,,,,,2.76,0.025,,,0.005,,3680,,,0.0003,,,0.005,,,,,,,,0.023,0.292,1100,,,2.7,0.002,,32900,,,7820,,6.31,,85000,,,,,19,,,0.03,,8,6.315
Noonameena,20/01/2004 10:30,342849,6041481,42.81,,,,,193,,0.139,0.018,0.002,0.006,,,235,,0.007,840,,,,,,,,47800,,38,3.2,,,,0.01,104000,,,,,,,,,,,,,,,,,,,,,,-4.21,,0.076,,0.005,,3090,,,0.0003,,0.04,0.005,,,,,,,,0.012,0.225,920,,0.004,1.9,0.002,,24100,,,6550,,4.2,,78000,,,,,9.4,,,,0.03,8,4.205
Noonameena,24/02/2004 11:32,342849,6041481,42.81,,,,,185,,0.088,0.012,0.002,0.007,,,226,,0.006,979,,,,,,,,53500,,36,5.9,,,,0.01,109000,,,,,,,,,,,,,,,,,,,,,,-1.92,,0.066,,0.005,,3770,,,0.0003,,0.011,0.005,,,,,,,,0.017,0.216,1160,,0.001,1.4,0.002,,28300,,,8140,,4.14,,83000,,,,,9.5,,,,0.03,8.1,4.145
Noonameena,25/03/2004 14:30,342849,6041481,42.81,,,,,191,0.116,,0.093,,,,,233,,0.005,887,,,,,,,,49100,,24,4.5,,,,0.01,108000,0.01,,,,,,,,86300,,,,,,,,,,,,,-3.75,0.02,,,0.005,,3270,,,0.0003,,,0.01,,,,,,,,0.022,0.218,969,,,1.2,0.002,,24900,,,6970,,4.05,,83000,,,,,9.8,,,0.03,,8,4.06
Noonameena,21/04/2004 10:36,342849,6041481,42.81,,,,,168,,0.101,0.106,0.002,0.004,,,205,,0.005,671,,,,,,,,36700,,17,3.4,,,,0.01,81200,,,,,,,,,,,,,,,,,,,,,,-2.36,,0.053,,0.005,,2400,,,0.0006,,0.005,0.005,,,,,,,,0.02,0.456,724,,0.001,0.09,0.002,,19400,,,5120,,1.62,,58000,,,,,5.8,,,,0.03,8,1.625
Noonameena,26/05/2004 11:25,342849,6041481,42.81,,,,,151,,0.234,0.084,0.002,0.002,,,184,,0.005,565,,,,,,,,23700,,25,3.6,,,,0.01,52800,,,,,,,,,,,,,,,,,,,,,,2.2,,0.388,,0.005,,1890,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.158,560,,0.002,0.22,0.002,,13600,,,4030,,1.59,,35000,,,,,9,,,,0.03,8,1.595
Noonameena,21/06/2004 18:30,342849,6041481,42.81,,,,,131,0.079,0.251,0.009,,,,,160,,0.005,408,,,,,,,,20900,,22,2,,,,0.01,52800,0.01,,,,,,,,36900,,,,,,,,,,,,,-3.16,0.02,0.269,,0.005,,1330,,,0.0003,,,0.005,,,,,,,,0.005,0.097,422,,,0.52,0.002,,10800,,,2860,,0.81,,35000,,,,,7.5,,,0.03,0.03,8.1,0.815
Noonameena,28/07/2004 10:20,342849,6041481,42.81,,,,,,,0.184,0.096,0.002,0.002,,,,,0.005,626,1560,,,,,,,,,23,3.9,,,,0.01,75200,,,,,,,,,,,,,,,,,,,,,,,,0.182,,0.005,,2150,8870,,0.0004,,0.012,0.005,,,,,,,,0.005,0.161,,,0.001,1.2,0.002,,,,,,,2.16,,53000,,10430,,,7,,,,0.03,8.1,2.165
Noonameena,25/08/2004 11:09,342849,6041481,42.81,,,,,,,0.148,0.008,0.1,0.002,,,,,0.005,622,,,,,,,,,,17,4.1,,,,0.01,80300,,,,,,,,,,,,,,,,,,,,,,,,0.098,,0.005,,2270,,,0.0003,,0.017,0.007,,,,,,,,0.005,0.101,,,0.002,0.41,0.002,,,,,,,2.58,,57000,,,,,5.5,,,,0.03,8.3,2.587
Noonameena,15/09/2004 13:30,342849,6041481,42.81,,,,,171,0.05,0.092,0.011,,,,,209,,0.005,555,,,,,,,,26600,,,,,,,0.01,66500,0.01,,,,,,,,48900,,,,,,,,,,,,,0.9,0.025,0.179,,0.005,,1930,,,0.0003,,,0.005,,,,,,,,0.005,0.134,541,,,0.57,0.002,,15000,,,4080,,2.32,,46000,,,,,7.1,,,0.03,0.03,8.3,2.325
Noonameena,27/10/2004 11:00,342849,6041481,42.81,,,,,,,0.206,0.018,0.002,0.004,,,,,0.005,791,,,,,,,,,,86,7.6,,,,0.01,95600,,,,,,,,,,,,,,,,,,,,,,,,0.448,,0.005,,2860,,,0.0003,,0.005,0.007,,,,,,,,0.015,0.305,,,0.001,0.63,0.002,,,,,,,5.1,,71000,,,,,22,,,,0.03,8.3,5.107
Noonameena,29/11/2004 10:20,342849,6041481,42.81,,,,,,,0.161,0.012,0.002,0.005,,,,,0.006,887,,,,,,,,,,26,4.7,,,,0.01,108000,,,,,,,,,,,,,,,,,,,,,,,,0.234,,0.005,,3280,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.277,,,0.002,2.7,0.002,,,,,,,3.14,,83000,,,,,9.3,,,,0.03,8,3.145
Noonameena,8/12/2004 19:00,342849,6041481,42.81,,,,,180,0.05,0.815,0.011,0.002,,,,220,,0.009,1080,,,,,,,,51600,,39,5.3,,,,0.01,107000,0.03,,,,,,,,92700,,,,,,,,,,,,,-3.58,0.025,0.891,,0.005,,3380,,,0.0003,,,0.005,,,,,,,,0.005,0.287,1150,,,2.2,0.002,,26700,,,8590,,3.1,,81000,,,,,22,,,0.03,0.03,8.2,3.105
Noonameena,13/01/2005 11:28,342849,6041481,42.81,,,,,,,0.05,0.008,0.002,0.004,,,,,0.005,840,,,,,,,,,,26,5.7,,,,0.01,103000,,,,,,,,,,,,,,,,,,,,,,,,0.107,,0.005,,3110,,,0.0003,,,0.005,,,,,,,,0.016,0.281,,,0.001,0.75,0.002,,,,,,,3.45,,78000,,,,,11,,,,0.03,8.4,3.455
Noonameena,8/03/2005 14:15,342849,6041481,42.81,,,,,172,0.05,0.05,0.008,,,,,210,,0.005,771,,,,,,,,42400,,25,3.2,,,,0.01,96400,0.01,,,,,,,,75000,,,,,,,,,,,,,-2.46,0.02,0.274,,0.005,,2780,,,0.0003,,,0.005,,,,,,,,0.013,0.086,851,,,0.14,0.002,,22300,,,5810,,1.15,,71000,,,,,11,,,0.03,0.03,8,1.155
Bonneys,7/01/1998 0:00,347969,6037304,50.08,,,0.05,,196,,0.045,0.02,0.001,0.001,1.2,0.6,239,,0.001,717,1790,6,,196,,,,39400,64900,,,,,0.05,0.001,105000,0.003,,,,0.6,0.05,,,69200,0.05,,,0.05,,0.6,,,,0.05,0.05,1.5,-2.77,,0.163,1.39,0.005,0.05,2470,10200,0.6,,,,0.006,,,,11770,0.6,0.6,,0.025,0.215,763,1.2,0.001,3,0.001,1.2,20600,82.1,77.6,5120,,5.3,,79000,,11970,,0.1,,,,,0.062,7.8,5.306
Bonneys,8/04/1998 0:00,347969,6037304,50.08,,,0.05,,129,,0.042,0.05,0.001,0.004,1.2,0.6,157,,0.0002,582,1450,2,,129,,,,31400,51700,,,,,0.05,0.001,77400,0.002,,,,0.6,0.05,,,55900,0.05,,,0.05,,0.6,,,,0.05,0.05,1.5,-0.49,,0.721,1.4,0.005,0.05,1980,8140,0.6,,,,0.178,,,,9461,0.6,0.6,,0.05,0.27,640,1.2,0.001,1,0.0004,1.2,17300,76.9,78.4,3910,,3.4,,55000,,9590,,0.1,,,,,0.073,8.1,3.578
Bonneys,24/08/1998 14:00,347969,6037304,50.08,,,,,149,,0.121,0.025,0.001,0.001,,,182,,0.001,513,1280,2,,149,,,,27200,44900,,,,,,0.001,67700,0.006,,,,,,,,47900,,,,,,,,,,,,,-1.98,,0.358,1.5,0.005,,1810,7450,,,,,0.006,,,,8584,,,,0.025,0.09,523,,0.001,1,0.0007,,14300,66.6,76.8,3420,,1.8,,47000,,8734,,,,,,,0.012,8.2,1.806
Bonneys,1/12/1998 15:30,347969,6037304,50.08,,,,,167,,0.364,0.026,0.001,0.002,,,204,,0.0004,789,1970,4,,167,,,,39500,65100,,,,,,0.002,92400,0.003,,,,,,,,69600,,,,,,,,,,,,,-2.45,,0.321,1.5,0.005,,2740,11300,,,,,0.13,,,,13090,,,,0.05,0.19,855,,0.001,4,0.0006,,20300,76.7,75.5,5320,,3.5,,68000,,13260,,,,,,,0.051,8,3.63
Bonneys,9/12/1999 13:30,347969,6037304,50.08,,,,,,,0.43,0.025,0.002,0.002,,,,,0.0004,,,,,,,,,,,24,2.1,,,,0.001,78300,,,,,,,,,,,,,,,,,,,,,,,,0.299,,0.005,,,,,0.0003,,0.032,0.005,,,,,,,,0.005,0.154,,,0.005,1,0.001,,,,,,,3.15,,55000,,,,,9.8,,,,0.052,8.1,3.155
Bonneys,27/03/2000 16:59,347969,6037304,50.08,,,,,,,0.23,0.1,,,,,,,0.001,,,,,,,,,,,22,5.2,,,,0.001,80000,,,,,,,,,,,,,,,,,,,,,,,,0.174,,0.005,,,,,0.0003,,,0.005,,,,,,,,0.005,0.097,,,,1,0.0034,,,,,,,2.4,,57000,,,,,9,,,,0.029,8.4,2.405
Bonneys,27/06/2000 0:00,347969,6037304,50.08,,,,,,,0.613,0.1,0.003,0.003,,,189,,0.0004,459,,,,,,,,25000,,18,2.3,,,,0.001,65100,,,,,,,,,,,,,,,,,,,,,,-2.6,,0.42,,0.005,,1600,,,0.0003,,0.1,0.005,,,,,,,,0.005,0.084,447,,0.048,0.33,0.0007,,13200,,,3470,22,1.6,,44000,,,,,7.7,,,,0.03,7.9,1.605
Bonneys,11/09/2000 16:30,347969,6037304,50.08,,,,,134,,2.19,0.2,,0.002,,,164,,0.0004,178,,,,,,,,9230,,43,2.6,,,,0.004,24200,,,,,,,,,,,,,,,,,,,,,,-4.35,,2,,0.007,,565,,,0.0003,,0.008,0.006,,,,,,,,0.005,0.15,164,,0.003,0.05,0.0005,,4710,,,1220,84,1.7,,15000,,,,,38,,,,0.013,8.1,1.706
Bonneys,6/12/2000 12:00,347969,6037304,50.08,,,0.05,,173,,0.84,0.2,0.002,0.002,0.5,0.5,211,,0.0004,,,,,,,0.05,0.05,,,24,4,0.05,0.05,0.05,0.002,87200,,0.05,0.05,0.05,0.5,0.05,,,,,0.05,0.05,0.05,0.05,0.5,,,10,0.05,0.05,0.5,,,0.535,,0.005,0.05,,,0.5,0.0003,0.05,0.01,0.005,,,,,0.5,0.3,,0.005,0.118,,0.5,0.002,,0.0049,0.5,,,,,,2.66,,63000,,,,0.1,12,0.05,,,0.01,8.1,2.665
Bonneys,29/03/2001 13:50,347969,6037304,50.08,,,,,161,,0.417,0.02,0.002,0.002,,,186,,0.0004,365,,,5,,,,,18300,,52,5.5,,,,0.001,48000,0.001,,,,,,,,,,,,,,,,,,,,,1.73,,0.281,,0.005,,1260,,,0.0003,,0.01,0.005,,,,,,,,0.005,0.14,348,,0.002,,0.0005,,10700,,,2720,,2.7,,31000,,,,,16,,,,0.01,8.4,2.705
Bonneys,9/08/2001 13:30,347969,6037304,50.08,,,,,158,,0.227,0.2,0.002,0.003,,,189,,0.0004,346,,,2,,,,,21300,,25,3,,,,0.004,53400,,,,,,,,,,,,,,,,,,,,,,-3.32,,0.17,,0.005,,1320,,,0.001,,0.002,0.005,,,,,,,,0.005,0.1,371,,0.002,1,0.0008,,11100,,,2720,70,2.1,,35000,,,,,7.2,,,,0.012,8.4,2.105
Bonneys,20/10/2001 14:00,347969,6037304,50.08,,,,,175,,0.254,0.2,0.002,0.003,,,206,,0.008,454,,,4,,,,,26000,,56,1.2,,,,0.02,61500,,,,,,,,,,,,,,,,,,,,,,-2.6,,0.143,,0.1,,1640,,,0.0003,,0.04,0.005,,,,,,,,0.005,0.18,481,,0.002,2,0.004,,13700,,,3410,,2.9,,42000,,,,,11,,,,0.2,8.4,2.905
Bonneys,10/12/2001 13:30,347969,6037304,50.08,,,,,205,,0.897,0.024,0.002,0.003,,,236,,0.005,598,,,7,,,,,35100,,61,7.8,,,,0.03,89200,,,,,,,,,,,,,,,,,,,,,,0.48,,0.754,,0.005,,2430,,,0.0003,,0.016,0.005,,,,,,,,0.007,0.29,670,,0.002,2,0.008,,19800,,,4890,,3.8,,65000,,,,,26,,,,0.03,8.2,3.805
Bonneys,26/03/2002 0:00,347969,6037304,50.08,,,,,185,,0.213,0.023,0.002,0.005,,,189,,0.005,737,,,18,,,,,39000,,52,7.2,,,,0.03,91300,,,,,,,,,,,,,,,,,,,,,,-1.55,,0.169,,0.005,,2590,,,0.0003,,0.005,0.005,,,,,,,,0.006,0.242,760,,0.002,3.6,0.008,,21000,,,5410,,4.32,,67000,,,,,14,,,,0.03,8.5,4.325
Bonneys,18/07/2002 13:10,347969,6037304,50.08,,,,,147,,0.335,0.2,0.002,0.002,,,179,,0.005,449,,,,,,,,22600,,11,1.1,,,,0.03,56400,,,,,,,,,,,,,,,,,,,,,,-0.64,,0.086,,0.005,,1530,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.058,446,,0.002,2,0.002,,12300,,,3080,,1.17,,38000,,,,,4,,,,0.03,8,1.175
Bonneys,18/11/2002 11:00,347969,6037304,50.08,,,,,201,,0.491,0.016,0.002,0.002,,,246,,0.005,825,,,,,,,,43200,,28,2.7,,,,0.01,93800,,,,,,,,,,,,,,,,,,,,,,-1.3,,0.308,,0.005,,2870,,,0.0004,,0.027,0.005,,,,,,,,0.005,0.154,839,,0.002,1,0.009,,23300,,,5890,,3.03,,69000,,,,,11,,,,0.03,8.1,3.035
Bonneys,17/02/2003 13:30,347969,6037304,50.08,5,,0.01,,192,,0.22,0.2,0.002,0.003,0.5,0.5,235,,0.005,1030,,,,,,0.01,0.01,61500,,44,4.2,0.05,0.05,0.05,0.01,133000,,0.05,0.05,0.05,0.5,0.01,,,,,0.05,0.05,0.05,0.05,0.5,,,5,0.05,0.05,0.5,-3.64,,0.092,,0.005,0.05,3990,,0.5,0.0003,0.05,0.025,0.005,,,,,0.5,0.3,,0.012,0.265,1140,0.5,0.001,2,0.002,0.5,31400,,,8200,,6.1,,110000,,,,0.05,9.8,0.05,,,0.03,8,6.105
Bonneys,27/03/2003 13:30,347969,6037304,50.08,,,,,185,,0.119,0.04,0.002,0.005,,,226,,0.005,922,,,,,,,,56900,,41,5.7,,,,0.01,133000,,,,,,,,,,,,,,,,,,,,,,-3.6,,0.038,,0.005,,3690,,,0.0003,,0.027,0.005,,,,,,,,0.011,0.18,1050,,0.001,1,0.002,,29100,,,7580,,3.86,,110000,,,,,7.5,,,,0.03,7.9,3.865
Bonneys,29/05/2003 15:05,347969,6037304,50.08,,,0.01,,164,,0.111,0.2,0.002,0.003,0.5,0.5,200,,0.005,633,,,,,,0.01,0.01,35600,,41,8.3,0.05,0.05,0.05,0.01,81600,,0.05,0.05,0.05,0.5,0.01,,,,,0.05,0.05,0.05,0.05,0.5,,,,0.05,0.05,0.5,-5.04,,0.082,,0.005,0.05,2200,,0.5,0.0003,0.05,0.019,0.005,,,,,0.5,0.3,,0.009,0.152,640,0.5,0.001,1.5,0.002,0.5,17700,,,4680,,2.55,,58000,,,,0.05,10,0.05,,,0.03,8.1,2.555
Bonneys,18/06/2003 0:00,347969,6037304,50.08,,,,,138,,0.118,0.2,0.002,0.002,,,168,,0.005,415,,,,,,,,21800,,31,6.3,,,,0.01,55200,,,,,,,,,,,,,,,,,,,,,,-2.36,,0.077,,0.005,,1380,,,0.0006,,0.009,0.005,,,,,,,,0.005,0.1,411,,0.002,0.7,0.002,,11500,,,2890,,1.02,,37000,,,,,6.5,,,,0.03,8,1.025
Bonneys,30/06/2003 13:52,347969,6037304,50.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000,,,,,,,,,,8,
Bonneys,24/07/2003 10:52,347969,6037304,50.08,,,,,163,,0.854,0.2,0.002,0.002,,,199,,0.005,619,,,,,,,,32700,,59,8.7,,,,0.01,77500,,,,,,,,11.6,,,,,,,,,,,,,,-1.04,,0.869,,0.005,,2210,,,0.0003,,0.01,0.005,,,,,,,,0.006,0.174,638,,0.003,0.93,0.0017,,17700,,,4650,,2.77,,55000,,,,,19,,,,0.03,8,2.775
Bonneys,20/08/2003 10:58,347969,6037304,50.08,,,,,197,,0.289,0.25,0.002,0.002,,,240,,0.005,749,,,,,,,,41700,,48,8.6,,,,0.01,99100,,,,,,,,,,,,,,,,,,,,,,-3.11,,0.173,,0.005,,2750,,,0.0003,,0.006,0.005,,,,,,,,0.007,0.19,792,,0.006,2.4,0.0023,,21600,,,5820,,4.36,,74000,,,,,8.2,,,,0.03,8.1,4.365
Bonneys,15/09/2003 14:50,347969,6037304,50.08,,,,,160,,0.326,0.071,0.002,0.002,,,195,,0.005,375,,,,,,,,18000,,19,0.6,,,,0.03,48700,,,,,,,,,,,,,,,,,,,,,,-0.37,,0.294,,0.005,,1260,,,0.0003,,0.015,0.005,,,,,,,,0.007,0.129,349,,0.001,0.5,0.002,,9910,,,2660,,1.72,,32000,,,,,9.1,,,,0.03,8.2,1.725
Bonneys,27/10/2003 13:15,347969,6037304,50.08,,,,,214,,0.405,0.017,0.002,0.002,,,257,,0.005,797,,,2,,,,,41100,,20,6.2,,,,0.01,92000,,,,,,,,,,,,,,,,,,,,,,-0.02,,0.309,,0.005,,2880,,,0.001,,0.019,0.005,,,,,,,,0.006,0.191,827,,0.001,0.77,0.002,,22800,,,6050,,4.16,,67000,,,,,10,,,,0.03,8.3,4.165
Bonneys,24/11/2003 12:50,347969,6037304,50.08,,,,,220,,0.533,0.016,0.002,0.002,,,268,,0.005,1010,,,,,,,,52300,,54,12,,,,0.01,110000,,,,,,,,,98100,,,,,,,,,,,,,3.79,,0.357,,0.005,,3730,,,0.0003,,0.042,0.005,,,,,,,,0.019,0.283,1080,,0.002,2.3,0.002,,32000,,,7960,,6.38,,84000,,,,,17,,,,0.03,8,6.385
Bonneys,9/12/2003 0:01,347969,6037304,50.08,,,,,225,0.082,,0.006,,,,,275,,0.006,1050,,,,,,,,59300,,69,14,,,,0.01,115000,0.02,,,,,,,,,,,,,,,,,,,,,2.35,0.025,,,0.005,,3960,,,0.0003,,,0.005,,,,,,,,0.023,0.302,1180,,,2.6,0.002,,35300,,,8420,,7.05,,89000,,,,,16,,,0.03,,8,7.055
Bonneys,20/01/2004 10:52,347969,6037304,50.08,,,,,203,,0.113,0.013,0.002,0.005,,,248,,0.005,971,,,,,,,,54100,,52,8.3,,,,0.01,115000,,,,,,,,,,,,,,,,,,,,,,-0.97,,0.108,,0.005,,3610,,,0.0003,,0.044,0.005,,,,,,,,0.015,0.28,1070,,0.002,2.8,0.002,,29500,,,7620,,6.7,,89000,,,,,12,,,,0.03,8,6.705
