Sampling_point,Date,Easting,Northing,Distance_Murray_Mouth,AMPA_ug_L,Acidity_as_Calcium_Carbonate_mg_L,Aldrin_ug_L,Algae_Total_cells_mL,Alkalinity_as_Calcium_Carbonate_mg_L,Aluminium_Soluble_mg_L,Aluminium_Total_mg_L,Ammonia_as_N_mg_L,Antimony_Total_mg_L,Arsenic_Inorganic_mg_L,Atrazine_ug_L,Azinphos_methyl_ug_L,Bicarbonate_mg_L,Blue_Green_Algae_Total_cells_mL,Cadmium_Total_mg_L,Calcium_mg_L,Calcium_Hardness_as_CaCO3_mg_L,Carbon_Dioxide_Free_mg_L,Carbonate_mg_L,Carbonate_hardness_as_CaCO3_mg_L,Cells_ml_cells_mL,Chlordane_a_ug_L,Chlordane_g_ug_L,Chloride_mg_L,Chlorides_Total_as_NaCl_mg_L,Chlorophyll_a_ug_L,Chlorophyll_b_ug_L,Chlorothalonil_ug_L,Chlorpyrifos_ug_L,Chlorthal_Dimethyl_ug_L,Chromium_Total_mg_L,Conductivity_uS_cm,Copper_Total_mg_L,DDD_ug_L,DDE_ug_L,DDT_ug_L,Diazinon_ug_L,Dieldrin_ug_L,Dissolved_Organic_Carbon_mg_L,Dissolved_Oxygen_mg_L,Dissolved_solids_by_calculation_mg_L,Endosulfan_ug_L,Endosulfan_1_ug_L,Endosulfan_2_ug_L,Endosulfan_Sulphate_ug_L,Endrin_ug_L,Fenitrothion_ug_L,Fixed_Solids_mg_L,Geosmin_MIB_producing_BGA_Total_cells_mL,Glyphosate_ug_L,Heptachlor_ug_L,Heptachlor_Epoxide_ug_L,Hexazinone_ug_L,Ion_balance_percent,Iron_Soluble_mg_L,Iron_Total_mg_L,Langelier_Index,Lead_Total_mg_L,Lindane_ug_L,Magnesium_mg_L,Magnesium_Hardness_as_CaCO3_mg_L,Malathion_ug_L,Mercury_Total_mg_L,Methoxychlor_ug_L,Nickel_Total_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrate_as_Nitrogen_mg_L,Nitrite_as_Nitrogen_mg_L,Nitrogen_Total_mg_L,Noncarbonate_hardness_as_CaCO3_mg_L,Parathion_ug_L,Parathion_methyl_ug_L,Phaeophytin_a_ug_L,Phosphorus_Filterable_Reactive_as_P_mg_L,Phosphorus_Total_mg_L,Potassium_mg_L,Prometryne_ug_L,Selenium_Total_mg_L,Silica_Reactive_mg_L,Silver_Total_mg_L,Simazine_ug_L,Sodium_mg_L,Sodium_Adsorption_Ratio_Calculation,Sodium_Total_cations_ratio_percent,Sulphate_mg_L,Suspended_Solids_mg_L,TKN_as_Nitrogen_mg_L,Temperature_at_which_pH_is_measured_celsius,Total_Dissolved_Solids_by_EC_mg_L,Total_Dissolved_Solids_by_evaporation_mg_L,Total_Hardness_as_CaCO3_mg_L,Total_Organic_Carbon_mg_L,Trifluralin_ug_L,Turbidity_NTU,Vinclozolin_ug_L,Volatile_Suspended_Solids_mg_L,Zinc_Soluble_mg_L,Zinc_Total_mg_L,pH_pH_units,Total_Nitrogen
Long Point,21/11/2013 11:20,333756,6048260,31.43,,,,50,,,,0.006,,,,,,,,,,,,,50,,,27400,,84.6,17.5,,,,,68300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,0.006,0.319,,,,6.66,,,,,,,,3.29,,47000,,,,,54,,,,,8,3.295
Long Point,17/12/2013 9:50,333756,6048260,31.43,,,,715000,,,,0.005,,,,,,,,,,,,,715000,,,17800,,14.5,1.48,,,,,49900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.005,0.106,,,,4.77,,,,,,,,1.69,,33000,,,,,2.4,,,,,8.1,1.693
Long Point,22/01/2014 11:24,333756,6048260,31.43,,,,2230000,,,,0.005,,,,,,,,,,,,,1115025,,,25500,,49.9,11.9,,,,,73100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.02,0.278,,,,8.52,,,,,,,,2.97,,51000,,,,,20,,,,,7.8,2.973
Long Point,14/07/2014 10:55,333756,6048260,31.43,,,,13100,120,,,0.028,,,,,147,,,,,,,,4366.666667,,,14500,,3.71,0.2,,,,,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.011,0.003,,,,,,0.003,0.053,,,,0.23,,,,,,,,0.56,,27000,,,,,3.5,,,,,8,0.571
Long Point,5/08/2014 9:25,333756,6048260,31.43,,,,,,,,0.181,,,,,,,,,,,,,,,,11600,,7.17,0.83,,,,,34400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121,,,0.95,,,,,0.012,0.057,,,,0.58,,,,,,,,0.83,,21000,,,,,8.6,,,,,,0.951
Long Point,19/08/2014 11:43,333756,6048260,31.43,,,,,,,,0.276,,,,,,,,,,,,,,,,22200,,14.9,4.26,,,,,59900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,1.78,,,,,0.003,0.11,,,,1.69,,,,,,,,1.76,,40000,,,,,6.7,,,,,,1.782
Long Point,3/09/2014 10:50,333756,6048260,31.43,,,,,,,,0.076,,,,,,,,,,,,,,,,21000,,8.42,1.47,,,,,62100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,1.86,,,,,0.003,0.116,,,,2.21,,,,,,,,1.76,,42000,,,,,7,,,,,,1.855
Long Point,16/09/2014 13:15,333756,6048260,31.43,,,,23400,,,,0.151,,,,,,,,,,,,,7786,,,18700,,9.15,1.48,,,,,52700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,,,,,,,0.003,0.099,,,,2.5,,,,,,,,1.57,,35000,,,,,11,,,,,,1.748
Long Point,2/10/2014 11:00,333756,6048260,31.43,,,,,,,,0.034,,,,,,,,,,,,,,,,16800,,24,1.93,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,1.56,,,,,0.003,0.096,,,,1.07,,,,,,,,1.5,,33000,,,,,5,,,,,,1.556
Long Point,15/10/2014 12:30,333756,6048260,31.43,,,,38,137,,,0.005,,,,,167,,,,,,,,12.66666667,,,20100,,9.3,0.83,,,,,56500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.015,0.003,,,,,,0.003,0.073,,,,1.26,,,,,,,,1.27,,38000,,,,,5.7,,,,,8.2,1.285
Long Point,13/11/2014 13:20,333756,6048260,31.43,,,,1550,,,,0.029,,,,,,,,,,,,,310,,,20000,,4.32,0.61,,,,,55900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,1.49,,,,,0.003,0.069,,,,1.58,,,,,,,,1.45,,37000,,,,,4.3,,,,,,1.487
Long Point,10/12/2014 11:30,333756,6048260,31.43,,,,2700,,,,0.005,,,,,,,,,,,,,540,,,17700,,37.6,3.42,,,,,49900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,1.5,,,,,0.003,0.131,,,,1.67,,,,,,,,1.49,,33000,,,,,27,,,,,,1.496
Long Point,21/01/2015 12:45,333756,6048260,31.43,,4.3,,170,131,,,0.024,,,,,160,,,,,,,,56.66666667,,,15900,,4.55,0.68,,,,,40600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.017,0.003,0.94,,,,,0.003,0.065,,,,0.49,,,,,,,,0.92,,26000,,,,,10,,,,,8.2,0.937
Long Point,23/04/2015 12:04,333756,6048260,31.43,,0.7,,240,123,,,0.018,,,,,150,,,,,,,,80,,,10100,,3.02,0.58,,,,,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064,0.059,0.005,0.7,,,,,0.003,0.037,,,,1.88,,,,,,,,0.64,,18000,,,,,3,,,,,8.2,0.704
Long Point,21/05/2015 12:30,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,12500,,9.99,0.2,,,,,37600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,0.53,,,,,0.003,0.009,,,,0.16,,,,,,,,0.52,,24000,,,,,3.1,,,,,,0.528
Long Point,16/06/2015 11:00,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,16700,,1.74,0.29,,,,,46600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,,,1.1,,,,,0.003,0.044,,,,1.79,,,,,,,,1.04,,30000,,,,,1.9,,,,,,1.097
Long Point,16/07/2015 11:30,333756,6048260,31.43,,,,,,,,0.01,,,,,,,,,,,,,,,,12400,,2.9,0.2,,,,,37700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.98,,,,,0.003,0.043,,,,1.17,,,,,,,,0.85,,24000,,,,,6.6,,,,,,0.975
Long Point,29/07/2015 10:40,333756,6048260,31.43,,,,,,,,0.01,,,,,,,,,,,,,,,,7860,,3.52,0.36,,,,,23600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,0.68,,,,,0.003,0.028,,,,0.53,,,,,,,,0.63,,14000,,,,,1.7,,,,,,0.678
Long Point,14/08/2015 10:20,333756,6048260,31.43,,,,,,,,0.018,,,,,,,,,,,,,,,,6230,,5.3,0.45,,,,,18200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052,,,0.69,,,,,0.003,0.033,,,,1.01,,,,,,,,0.64,,11000,,,,,3,,,,,,0.692
Long Point,28/08/2015 11:35,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,22000,,5.77,2.36,,,,,57600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,1.59,,,,,0.003,0.054,,,,1.37,,,,,,,,1.57,,38000,,,,,3.8,,,,,,1.585
Long Point,10/09/2015 11:05,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,21600,,2.69,0.48,,,,,51600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,1.29,,,,,0.003,0.046,,,,1.15,,,,,,,,1.28,,34000,,,,,2.5,,,,,,1.286
Long Point,25/09/2015 12:30,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,24700,,6.86,1.09,,,,,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,,1.88,,,,,0.003,0.072,,,,1.42,,,,,,,,1.85,,45000,,,,,12,,,,,,1.876
Long Point,8/10/2015 11:30,333756,6048260,31.43,,,,,,,,0.011,,,,,,,,,,,,,,,,19800,,3.04,0.35,,,,,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,,1.57,,,,,0.007,0.059,,,,0.99,,,,,,,,1.56,,36000,,,,,5.7,,,,,,1.567
Long Point,28/10/2015 11:40,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,22000,,3.9,1.91,,,,,55400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,1.4,,,,,0.003,0.056,,,,0.45,,,,,,,,1.4,,37000,,,,,4.8,,,,,,1.403
Long Point,17/11/2015 13:30,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,17300,,1.7,0.12,,,,,51000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,1.47,,,,,0.003,0.029,,,,0.54,,,,,,,,1.46,,33000,,,,,2.8,,,,,,1.465
Long Point,10/12/2015 11:20,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,12700,,2.86,0.11,,,,,37800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,0.96,,,,,0.004,0.046,,,,0.75,,,,,,,,0.96,,24000,,,,,2.7,,,,,,0.963
Long Point,5/01/2016 10:33,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,20000,,1.24,0.1,,,,,56100,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,1.22,,,,,0.014,0.043,,,,0.81,,,,,,,,1.22,,37000,,,9.5,,2.9,,,,,,1.223
Long Point,11/02/2016 13:15,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,22400,,2.23,0.16,,,,,62700,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,1.33,,,,,0.003,0.075,,,,0.21,,,,,,,,1.33,,43000,,,8.5,,2.2,,,,,,1.333
Long Point,16/03/2016 13:40,333756,6048260,31.43,,,,,,,,0.005,,,,,,,,,,,,,,,,18600,,25.2,2.58,,,,,47600,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,0.85,,,,,0.003,0.074,,,,0.79,,,,,,,,0.85,,31000,,,5.8,,1.6,,,,,,0.853
Long Point,12/04/2016 12:10,333756,6048260,31.43,,,,,,,,0.006,,,,,,,,,,,,,,,,13700,,5.48,0.54,,,,,35400,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,0.65,,,,,0.003,0.068,,,,0.78,,,,,,,,0.65,,22000,,,5.5,,2.7,,,,,,0.653
Long Point,18/05/2016 11:50,333756,6048260,31.43,,,,,,,,0.016,,,,,,,,,,,,,,,,19000,,4.28,0.31,,,,,47800,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,,,0.52,,,,,0.003,0.04,,,,0.2,,,,,,,,0.46,,31000,,,2.5,,2.4,,,,,,0.521
Long Point,8/06/2016 11:51,333756,6048260,31.43,,,,,,,,0.062,,,,,,,,,,,,,,,,18800,,5.08,0.34,,,,,47900,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318,,,1.02,,,,,0.003,0.081,,,,1.32,,,,,,,,0.7,,31000,,,3.1,,4.8,,,,,,1.018
Long Point,19/06/2018 17:40,333756,6048260,31.43,,,,,117,,,0.239,,,,,142,,,,,,,,,,,16600,,1.38,,,,,,46600,,,,,,,3.2,,,,,,,,,2,,,,,,,,,,,,,,,,,,0.131,,,0.84,,,,0.1,0.015,0.033,,,,0.83,,,,,,,2,0.71,21.6,30000,,,3.5,,1.9,,1,,,7.7,0.841
Long Point,11/07/2018 9:35,333756,6048260,31.43,,,,,115,,,0.141,,,,,140,,,,,,,,,,,16200,,3.78,,,,,,44700,,,,,,,3.7,,,,,,,,,18,,,,,,,,,,,,,,,,,,0.079,,,0.75,,,,6.22,0.003,0.055,,,,0.8,,,,,,,24,0.67,21.5,29000,,,4.6,,11,,6,,,7.8,0.749
Long Point,1/08/2018 14:45,333756,6048260,31.43,,,,,113,,,0.01,,,,,138,,,,,,,,,,,15300,,2.15,,,,,,43900,,,,,,,3.5,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.008,,,0.38,,,,1.34,0.007,0.028,,,,1.24,,,,,,,3,0.37,21.2,28000,,,3.6,,1.9,,2,,,8.1,0.378
Long Point,21/08/2018 15:00,333756,6048260,31.43,,,,,119,,,0.105,,,,,145,,,,,,,,,,,15100,,0.1,,,,,,50100,,,,,,,5.9,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.175,,,1.77,,,,2.55,0.019,0.047,,,,1.15,,,,,,,3,1.59,22.7,33000,,,6.3,,2.7,,2,,,7.9,1.765
Long Point,4/09/2018 14:30,333756,6048260,31.43,,,,,150,,,0.031,,,,,184,,,,,,,,,,,24300,,6.34,,,,,,68400,,,,,,,11.7,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.034,,,1.34,,,,0.1,0.017,0.057,,,,0.9,,,,,,,6,1.31,21.5,47000,,,12.5,,3.2,,5,,,8.1,1.344
Long Point,18/09/2018 12:55,333756,6048260,31.43,,,,,129,,,0.021,,,,,157,,,,,,,,,,,15000,,1.98,,,,,,51100,,,,,,,7.9,,,,,,,,,15,,,,,,,,,,,,,,,,,,0.015,,,1.2,,,,11.4,0.033,0.089,,,,0.3,,,,,,,30,1.18,22.1,33000,,,8.6,,18,,15,,,7.9,1.195
Long Point,3/10/2018 14:10,333756,6048260,31.43,,,,,160,,,0.005,,,,,195,,,,,,,,,,,22500,,6.23,,,,,,72500,,,,,,,13.5,,,,,,,,,9,,,,,,,,,,,,,,,,,,0.003,,,2,,,,1.07,0.004,0.072,,,,0.4,,,,,,,13,2,22,51000,,,14,,7.4,,4,,,7.9,2.003
Long Point,18/10/2018 14:40,333756,6048260,31.43,,,,,130,,,0.005,,,,,159,,,,,,,,,,,16100,,,,,,,,49600,,,,,,,7,,,,,,,,,10,,,,,,,,,,,,,,,,,,0.003,,,1.44,,,,,0.003,0.065,,,,0.01,,,,,,,16,1.44,22.6,32000,,,9,,9.9,,6,,,8.1,1.443
Long Point,11/12/2018 13:40,333756,6048260,31.43,,,,,145,,,0.005,,,,,177,,,,,,,,,,,26000,,3.61,,,,,,66000,,,,,,,11.1,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.006,,,2.62,,,,1.12,0.015,0.072,,,,0.37,,,,,,,8,2.61,22.8,45000,,,11.6,,5.1,,8,,,8,2.616
Long Point,10/01/2019 15:15,333756,6048260,31.43,,,,,143,,,0.096,,,,,147,,,,,,13,,,,,21200,,2.13,,,,,,67300,,,,,,,11.8,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.003,,,1.39,,,,0.96,0.003,0.053,,,,0.71,,,,,,,3,1.39,23.2,46000,,,11.6,,2.2,,2,,,8.5,1.393
Long Point,19/02/2019 12:20,333756,6048260,31.43,,,,,133,,,0.007,,,,,162,,,,,,,,,,,18900,,1.75,,,,,,52600,,,,,,,5.6,,,,,,,,,6,,,,,,,,,,,,,,,,,,0.005,,,1.09,,,,1.43,0.003,0.071,,,,0.35,,,,,,,9,1.08,23.5,35000,,,6.2,,4.7,,3,,,8,1.085
Long Point,19/03/2019 14:55,333756,6048260,31.43,,,,,121,,,0.088,,,,,148,,,,,,,,,,,17000,,1.86,,,,,,51200,,,,,,,6.3,,,,,,,,,4,,,,,,,,,,,,,,,,,,0.007,,,0.96,,,,2.18,0.003,0.075,,,,0.19,,,,,,,7,0.95,24.3,34000,,,6.2,,3,,3,,,7.9,0.957
Long Point,17/04/2019 14:40,333756,6048260,31.43,,,,,132,,,0.138,,,,,161,,,,,,,,,,,15500,,3.38,,,,,,45800,,,,,,,3.9,,,,,,,,,3,,,,,,,,,,,,,,,,,,0.021,,,0.8,,,,3.84,0.003,0.034,,,,0.5,,,,,,,4,0.78,22.9,30000,,,3.9,,4.8,,1,,,8.1,0.801
Long Point,16/05/2019 16:15,333756,6048260,31.43,,,,,131,,,0.093,,,,,156,,,,,,2,,,,,11900,,4.57,,,,,,38100,,,,,,,5.4,,,,,,,,,6,,,,,,,,,,,,,,,,,,0.023,,,0.91,,,,1.55,0.003,0.032,,,,0.23,,,,,,,8,0.89,22.6,24000,,,5.4,,3.5,,2,,,8.3,0.913
Long Point,13/06/2019 14:25,333756,6048260,31.43,,,,,133,,,0.03,,,,,163,,,,,,,,,,,11600,,2.11,,,,,,40100,,,,,,,5.4,,,,,,,,,6,,,,,,,,,,,,,,,,,,0.039,,,0.71,,,,2.61,0.003,0.037,,,,0.2,,,,,,,11,0.67,22.7,26900,,,5.7,,4.2,,5,,,8,0.709
Long Point,10/07/2019 14:45,333756,6048260,31.43,,,,,143,,,0.005,,,,,175,,,,,,,,,,,15500,,22.8,0.1,,,,,44700,,,,,,,8,,,,,,,,,47,,,,,,,,,,,,,,,,,,0.009,,,1.3,,,,19.8,0.007,0.129,,,,0.14,,,,,,,61,1.29,22.3,30700,,,9.7,,29,,14,,,8.1,1.299
Long Point,24/07/2019 12:45,333756,6048260,31.43,,,,,126,,,0.005,,,,,141,,,,,,6,,,,,14900,,3.28,0.47,,,,,42700,,,,,,,3.3,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.019,,,0.48,,,,2.22,0.025,0.043,,,,0.36,,,,,,,8,0.46,22,29000,,,3.5,,3.9,,8,,,8.4,0.479
Long Point,13/08/2019 13:00,333756,6048260,31.43,,,,,129,,,0.079,,,,,158,,,,,,,,,,,12700,,26.3,0.1,,,,,35400,,,,,,,9.6,,,,,,,,,15,,,,,,,,,,,,,,,,,,0.052,,,1.39,,,,7.08,0.003,0.069,,,,0.54,,,,,,,20,1.34,22.7,23300,,,10.4,,14,,5,,,8.3,1.392
Long Point,29/08/2019 22:30,333756,6048260,31.43,,,,,155,,,0.005,,,,,190,,,,,,,,,,,19800,,6.66,0.41,,,,,56800,,,,,,,11.3,,,,,,,,,11,,,,,,,,,,,,,,,,,,0.007,,,1.64,,,,2.41,0.003,0.143,,,,0.81,,,,,,,17,1.63,22.4,41000,,,12.3,,8,,6,,,8,1.637
Long Point,25/09/2019 14:10,333756,6048260,31.43,,,,,148,,,0.021,,,,,181,,,,,,,,,,,16000,,2.09,0.1,,,,,44900,,,,,,,10.3,,,,,,,,,2,,,,,,,,,,,,,,,,,,0.04,,,4.31,,,,1.19,0.012,0.072,,,,0.23,,,,,,,4,4.27,22.9,30800,,,11,,3,,2,,,8,4.31
Long Point,23/10/2019 14:10,333756,6048260,31.43,,,,,145,,,0.012,,,,,176,,,,,,,,,,,11900,,3.685,0.05,,,,,36500,,,,,,,10.7,,,,,,,,,1,,,,,,,,,,,,,,,,,,0.012,,,1.47,,,,0.31,0.003,0.075,,,,0.15,,,,,,,10,1.46,22.6,24100,,,11.7,,3.8,,10,,,8.3,1.472
Long Point,19/11/2019 13:30,333756,6048260,31.43,,,,,138,,,0.139,,,,,165,,,,,,2,,,,,9840,,4.665,0.36,,,,,31300,,,,,,,8.2,,,,,,,,,5,,,,,,,,,,,,,,,,,,0.019,,,1.46,,,,2.15,0.003,0.065,,,,0.35,,,,,,,11,1.44,22.5,20200,,,10.3,,7.1,,6,,,8.3,1.459
Long Point,16/12/2019 14:30,333756,6048260,31.43,,,,,158,,,0.024,,,,,163,,,,,,14,,,,,14900,,3.015,0.14,,,,,39100,,,,,,,10.6,,,,,,,,,12,,,,,,,,,,,,,,,,,,0.016,,,1.63,,,,0.82,0.003,0.045,,,,0.26,,,,,,,14,1.61,23.6,26200,,,10.9,,7.2,,2,,,8.5,1.626
Noonameena,7/01/1998 0:00,342849,6041481,42.81,,,0.05,,194,,0.267,0.02,0.001,0.003,1.2,0.6,237,,0.0002,658,1640,5,,194,,,,38600,63600,,,,,0.05,0.005,101000,0.005,,,,0.6,0.05,,,67400,0.05,,,0.05,,0.6,,,,0.05,0.05,1.5,-3.28,,0.177,1.44,0.001,0.05,2380,9790,0.6,,,,0.005,,,,11240,0.6,0.6,,0.025,0.235,805,1.2,0.001,4,0.0002,1.2,20000,81.3,77.7,4830,,5.2,,76000,,11440,,0.1,,,,,0.312,7.9,5.205
Noonameena,8/04/1998 0:00,342849,6041481,42.81,,,,,104,,0.156,0.05,0.001,0.002,,,127,,0.0003,512,1280,2,,104,,,,27200,44800,,,,,,0.001,68400,0.005,,,,,,,,48500,,,,,,,,,,,,,-0.41,,0.182,1.14,0.005,,1910,7860,,,,,0.005,,,,9030,,,,0.05,0.12,552,,0.001,1,0.001,,14700,67,76.5,3580,,2.65,,47000,,9134,,,,,,,0.029,8,2.655
Noonameena,24/08/1998 14:20,342849,6041481,42.81,,,,,129,,0.091,0.025,0.001,0.001,,,158,,0.0004,383,956,2,,130,,,,20300,33400,,,,,,0.005,52100,0.005,,,,,,,,36700,,,,,,,,,,,,,1.63,,0.082,1.2,0.003,,1300,5340,,,,,0.005,,,,6171,,,,0.025,0.057,380,,0.001,1,0.0002,,11800,64.5,79,2480,,0.94,,34000,,6300,,,,,,,0.426,8.1,0.945
Noonameena,1/12/1998 16:00,342849,6041481,42.81,,,,,166,,0.216,0.05,0.001,0.003,,,203,,0.0004,712,1780,3,,166,,,,33200,54700,,,,,,0.001,80200,0.002,,,,,,,,59800,,,,,,,,,,,,,-0.23,,0.39,1.6,0.005,,2420,9950,,,,,0.05,,,,11570,,,,0.05,0.18,794,,0.001,5,0.0008,,17900,71.9,75.3,4680,,2.8,,57000,,11730,,,,,,,0.084,8.1,2.85
Noonameena,9/12/1999 14:00,342849,6041481,42.81,,,,,,,0.334,0.025,0.002,0.002,,,,,0.0004,,,,,,,,,,,18,1.2,,,,0.001,67300,,,,,,,,,,,,,,,,,,,,,,,,0.257,,0.005,,,,,0.0003,,0.024,0.005,,,,,,,,0.005,0.17,,,0.007,3,0.0009,,,,,,,2.7,,46000,,,,,12,,,,0.035,8.3,2.705
Noonameena,27/03/2000 16:59,342849,6041481,42.81,,,,,,,0.167,0.1,,,,,,,0.0008,,,,,,,,,,,11,2.4,,,,0.001,69600,,,,,,,,,,,,,,,,,,,,,,,,0.078,,0.005,,,,,0.0003,,0.003,0.005,,,,,,,,0.005,0.08,,,,0.45,0.0023,,,,,,,1.8,,48000,,,,,5.3,,,,0.01,8.4,1.805
Noonameena,27/06/2000 0:00,342849,6041481,42.81,,,,,,,0.262,0.1,0.003,0.011,,,183,,0.0004,429,,,,,,,,23000,,13,1.5,,,,0.001,60600,,,,,,,,,,,,,,,,,,,,,,-2.33,,0.194,,0.005,,1480,,,0.0003,,0.1,0.005,,,,,,,,0.005,0.066,413,,0.051,0.12,0.001,,12300,,,3230,18,1.3,,41000,,,,,4.1,,,,0.03,8,1.305
Noonameena,11/09/2000 16:50,342849,6041481,42.81,,,,,133,,1.06,0.2,,0.002,,,162,,0.0004,172,,,,,,,,8330,,27,1.3,,,,0.003,23100,,,,,,,,,,,,,,,,,,,,,,-1.8,,0.766,,0.006,,540,,,0.0003,,0.004,0.007,,,,,,,,0.005,0.08,157,,0.003,0.05,0.0004,,4500,,,1170,43,1.1,,14000,,,,,14,,,,0.013,8.2,1.107
Noonameena,6/12/2000 12:30,342849,6041481,42.81,,,0.05,,165,,0.556,0.2,0.002,0.002,0.5,0.5,183,,0.0004,,,,9,,,0.05,0.05,,,23,4,0.05,0.05,0.05,0.002,78900,,0.05,0.05,0.05,0.5,0.05,,,,,0.05,0.05,0.05,0.05,0.5,,,10,0.05,0.05,0.5,,,0.385,,0.005,0.05,,,0.5,0.0004,0.05,0.01,0.005,,,,,0.5,0.3,,0.005,0.126,,0.5,0.002,,0.0024,0.5,,,,,,2.52,,56000,,,,0.1,11,0.05,,,0.01,8.2,2.525
Noonameena,29/03/2001 14:20,342849,6041481,42.81,,,,,141,,0.209,0.02,0.002,0.002,,,160,,0.0004,291,,,6,,,,,14600,,25,3.1,,,,0.001,35600,0.001,,,,,,,,,,,,,,,,,,,,,-0.12,,0.138,,0.005,,1010,,,0.0003,,0.008,0.005,,,,,,,,0.005,0.091,270,,0.002,,0.0004,,8120,,,2150,,1.6,,22000,,,,,8.8,,,,0.01,8.4,1.605
Noonameena,9/08/2001 14:00,342849,6041481,42.81,,,,,139,,0.104,0.2,0.002,0.002,,,170,,0.0004,219,,,,,,,,12200,,13,1.3,,,,0.004,31500,,,,,,,,,,,,,,,,,,,,,,1.76,,0.087,,0.005,,850,,,0.0006,,0.002,0.005,,,,,,,,0.005,0.072,236,,0.002,1,0.0008,,7080,,,1640,38,1.4,,19000,,,,,5.4,,,,0.01,8.2,1.405
Noonameena,20/10/2001 14:30,342849,6041481,42.81,,,,,163,,0.297,0.2,0.002,0.004,,,195,,0.008,373,,,2,,,,,21700,,45,0.1,,,,0.02,53500,,,,,,,,,,,,,,,,,,,,,,-3.97,,0.117,,0.1,,1350,,,0.0003,,0.04,0.005,,,,,,,,0.005,0.15,405,,0.002,2,0.004,,11100,,,2870,,2.1,,35000,,,,,9.1,,,,0.2,8.3,2.105
