!				1				2			3			4			5			6			7,
&bc
headings1 = 	timestep, 	time, 	      oxy,		  nit,		  amm,		 frp, 	      pocl,
                355,         177.00,       128.3748,      6.4634,      8.1446,      0.0733,      0.0010,
                356,         177.50,       132.6351,      6.3925,      8.6030,      0.0790,      0.0048,
                357,         178.00,       132.9288,      6.4038,      8.5989,      0.0787,      0.0103,
                358,         178.50,       133.6736,      6.4517,      8.5966,      0.0784,      0.0011,
                359,         179.00,       133.9402,      6.4955,      8.5933,      0.0779,      0.0000,
                360,         179.50,       134.0665,      6.5188,      8.5910,      0.0777,      0.0003,
                361,         180.00,       134.3362,      6.5672,      8.5872,      0.0772,      0.0000,
                362,         180.50,       141.8414,      6.8297,      8.9257,      0.0778,      0.0282,
                363,         181.00,       142.6921,      6.9628,      8.9290,      0.0768,      0.0008,
                364,         181.50,       143.1362,      7.0154,      8.9597,      0.0770,      0.0005,
                365,         182.00,       143.4459,      7.0800,      8.9552,      0.0764,      0.0001,
                366,         182.50,       143.5936,      7.1101,      8.9541,      0.0762,      0.0001,
                367,         183.00,       143.9656,      7.1843,      8.9530,      0.0756,      0.0001,
                368,         183.50,       144.3569,      7.2339,      8.9579,      0.0752,      0.0373,
                369,         184.00,       144.4706,      7.2565,      8.9580,      0.0751,      0.0000,
                370,         184.50,       141.5405,      7.1532,      8.7355,      0.0726,      0.0026,
                371,         185.00,       131.4529,      6.7015,      8.0640,      0.0662,      0.0025,
                372,         185.50,       120.8885,      6.2254,      7.3892,      0.0600,      0.0000,
                373,         186.00,       115.5787,      5.9789,      7.0418,      0.0568,      0.0001,
                374,         186.50,       114.2581,      5.9592,      6.9155,      0.0553,      0.0232,
                375,         187.00,       114.2869,      5.9409,      6.8535,      0.0543,      0.0093,
                376,         187.50,       115.2135,      5.9286,      6.8297,      0.0539,      0.0075,
                377,         188.00,       115.4909,      5.9243,      6.8189,      0.0537,      0.0031,
                378,         188.50,       118.6974,      5.7853,      6.7364,      0.0540,      0.0041,
                379,         189.00,       118.4053,      5.7221,      6.6653,      0.0533,      0.0114,
                380,         189.50,       118.7762,      5.6702,      6.5901,      0.0525,      0.0150,
                381,         190.00,       119.0173,      5.6615,      6.5638,      0.0521,      0.0000,
                382,         190.50,       119.4230,      5.6589,      6.5565,      0.0520,      0.0000,
                383,         191.00,       119.6635,      5.6905,      6.5561,      0.0518,      0.0000,
                384,         191.50,       120.0016,      5.7307,      6.5568,      0.0515,      0.0006,
                385,         192.00,       120.9177,      5.8158,      6.5640,      0.0509,      0.0011,
                386,         192.50,       121.5758,      5.8675,      6.5687,      0.0505,      0.0119,
                387,         193.00,       122.9496,      6.0175,      6.5986,      0.0499,      0.0287,
                388,         193.50,       123.4313,      6.0266,      6.5993,      0.0498,      0.0019,
                389,         194.00,       124.1225,      6.0841,      6.6017,      0.0493,      0.0000,
                390,         194.50,       124.6960,      6.1323,      6.6060,      0.0490,      0.0019,
                391,         195.00,       125.6212,      6.2159,      6.6155,      0.0485,      0.0004,
                392,         195.50,       126.0274,      6.2557,      6.6214,      0.0483,      0.0004,
                393,         196.00,       127.2059,      6.4021,      6.6507,      0.0478,      0.0366,
                394,         196.50,       128.0661,      6.4338,      6.6534,      0.0474,      0.0191,
                395,         197.00,       128.8112,      6.4672,      6.6489,      0.0470,      0.0000,
                396,         197.50,       129.2925,      6.4747,      6.6447,      0.0470,      0.0070,
                397,         198.00,       130.2248,      6.3686,      6.5593,      0.0462,      0.0005,
                398,         198.50,       135.1388,      6.1252,      6.4675,      0.0465,      0.0070,
                399,         199.00,       135.7564,      6.1570,      6.4611,      0.0461,      0.0000,
                400,         199.50,       139.8165,      5.9475,      6.4753,      0.0465,      0.0034,
                401,         200.00,       144.9832,      5.7473,      6.4573,      0.0454,      0.0001,
                402,         200.50,       151.0261,      5.4674,      6.7047,      0.0543,      0.0037,
                403,         201.00,       151.7535,      5.4930,      6.6932,      0.0541,      0.0365,
                404,         201.50,       152.0099,      5.5341,      6.7041,      0.0540,      0.0003,
                405,         202.00,       152.4930,      5.6043,      6.7088,      0.0535,      0.0006,
                406,         202.50,       152.8725,      5.6617,      6.7148,      0.0532,      0.0010,
                407,         203.00,       153.4935,      5.7541,      6.7257,      0.0527,      0.0000,
                408,         203.50,       153.7907,      5.7991,      6.7316,      0.0525,      0.0008,
                409,         204.00,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                410,         204.50,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                411,         205.00,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                412,         205.50,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                413,         206.00,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                414,         206.50,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                415,         207.00,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                416,         207.50,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                417,         208.00,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                418,         208.50,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                419,         209.00,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                420,         209.50,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                421,         210.00,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                422,         210.50,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                423,         211.00,       154.0233,      5.8362,      6.7367,      0.0523,      0.0000,
                424,         211.50,       154.1135,      5.8347,      6.7362,      0.0523,      0.0007,
                425,         212.00,       154.9709,      5.7928,      6.7276,      0.0521,      0.0001,
                426,         212.50,       154.9709,      5.7928,      6.7276,      0.0521,      0.0000,
                427,         213.00,       154.9709,      5.7928,      6.7276,      0.0521,      0.0000,
                428,         213.50,       155.2439,      5.8535,      6.7391,      0.0517,      0.0408,
                429,         214.00,       155.2573,      5.8541,      6.7392,      0.0517,      0.0000,
                430,         214.50,       155.2573,      5.8541,      6.7392,      0.0517,      0.0000,
                431,         215.00,       155.3274,      5.8650,      6.7408,      0.0517,      0.0000,
