!				1				2			3			4			5			6			7,
&bc
headings1 = 	timestep, 	time, 	      oxy,		  nit,		  amm,		 frp, 	      pocl,
                1161,         580.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1162,         580.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1163,         581.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1164,         581.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1165,         582.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1166,         582.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1167,         583.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1168,         583.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1169,         584.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1170,         584.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1171,         585.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1172,         585.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1173,         586.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1174,         586.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1175,         587.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1176,         587.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1177,         588.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1178,         588.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1179,         589.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1180,         589.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1181,         590.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1182,         590.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1183,         591.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1184,         591.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1185,         592.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1186,         592.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1187,         593.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1188,         593.50,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1189,         594.00,       102.4152,      5.8966,      5.8823,      0.0460,      0.0000,
                1190,         594.50,       104.3676,      6.1084,      6.1865,      0.0500,      0.0249,
                1191,         595.00,       104.9341,      6.1723,      6.2216,      0.0502,      0.0136,
                1192,         595.50,       106.1277,      6.3494,      6.3080,      0.0506,      0.0223,
                1193,         596.00,       107.1373,      6.5100,      6.3821,      0.0507,      0.0003,
                1194,         596.50,       107.3880,      6.5279,      6.3916,      0.0507,      0.0001,
                1195,         597.00,       107.9261,      6.5716,      6.4142,      0.0508,      0.0000,
                1196,         597.50,       108.2046,      6.5957,      6.4262,      0.0508,      0.0001,
                1197,         598.00,       108.2046,      6.5957,      6.4262,      0.0508,      0.0000,
                1198,         598.50,       109.7943,      6.9061,      6.5891,      0.0522,      0.0497,
                1199,         599.00,       110.2489,      6.9946,      6.6418,      0.0527,      0.0000,
                1200,         599.50,       110.3380,      7.0029,      6.6459,      0.0527,      0.0000,
                1201,         600.00,       110.3380,      7.0029,      6.6459,      0.0527,      0.0000,
                1202,         600.50,       110.6602,      7.0433,      6.6785,      0.0532,      0.0047,
                1203,         601.00,       111.5663,      7.0998,      6.7666,      0.0546,      0.0095,
                1204,         601.50,       111.9488,      7.1065,      6.7914,      0.0554,      0.0089,
                1205,         602.00,       112.2900,      7.0926,      6.8299,      0.0566,      0.0008,
                1206,         602.50,       113.6096,      7.1722,      6.9267,      0.0585,      0.0047,
                1207,         603.00,       114.5138,      7.2529,      6.9727,      0.0588,      0.0004,
                1208,         603.50,       114.6147,      7.2622,      6.9780,      0.0588,      0.0000,
                1209,         604.00,       114.6147,      7.2622,      6.9780,      0.0588,      0.0000,
                1210,         604.50,       114.6147,      7.2622,      6.9780,      0.0588,      0.0000,
                1211,         605.00,       114.6147,      7.2622,      6.9780,      0.0588,      0.0000,
                1212,         605.50,       115.0201,      7.2978,      7.0043,      0.0591,      0.0074,
                1213,         606.00,       115.0527,      7.2981,      7.0049,      0.0592,      0.0000,
                1214,         606.50,       115.6848,      7.3496,      7.0485,      0.0597,      0.0125,
                1215,         607.00,       115.6848,      7.3496,      7.0485,      0.0597,      0.0000,
                1216,         607.50,       115.3874,      7.3347,      7.0289,      0.0595,      0.0000,
                1217,         608.00,       114.7778,      7.2640,      6.9666,      0.0590,      0.0139,
                1218,         608.50,       114.6924,      7.2476,      6.9294,      0.0587,      0.0006,
                1219,         609.00,       114.8942,      7.2737,      6.9319,      0.0586,      0.0001,
                1220,         609.50,       115.1948,      7.3030,      6.9486,      0.0587,      0.0167,
                1221,         610.00,       115.6833,      7.3482,      6.9764,      0.0588,      0.0000,
                1222,         610.50,       115.9827,      7.3726,      6.9905,      0.0589,      0.0001,
                1223,         611.00,       116.2573,      7.4045,      7.0056,      0.0589,      0.0023,
                1224,         611.50,       117.0976,      7.4997,      7.0458,      0.0591,      0.0078,
                1225,         612.00,       117.3590,      7.4864,      7.0324,      0.0589,      0.0103,
                1226,         612.50,       118.4122,      7.5065,      7.0394,      0.0587,      0.0218,
                1227,         613.00,       119.7841,      7.5938,      7.0842,      0.0586,      0.0226,
                1228,         613.50,       121.0353,      7.6220,      7.1033,      0.0585,      0.0206,
                1229,         614.00,       121.7602,      7.6187,      7.1065,      0.0584,      0.0054,
                1230,         614.50,       122.0756,      7.5699,      7.0758,      0.0582,      0.0007,
                1231,         615.00,       121.2097,      7.5048,      7.0140,      0.0577,      0.0006,
                1232,         615.50,       119.9699,      7.3879,      6.9151,      0.0571,      0.0003,
                1233,         616.00,       118.1515,      7.2657,      6.7997,      0.0562,      0.0003,
                1234,         616.50,       117.3070,      7.1407,      6.7637,      0.0566,      0.0000,
                1235,         617.00,       117.0138,      7.1111,      6.7340,      0.0564,      0.0000,
                1236,         617.50,       118.1584,      7.0525,      6.8627,      0.0590,      0.0000,
                1237,         618.00,       118.6956,      7.0827,      6.8784,      0.0591,      0.0000,
                1238,         618.50,       119.7158,      7.0486,      6.9378,      0.0608,      0.0007,
                1239,         619.00,       119.9397,      7.0434,      6.9361,      0.0608,      0.0015,
                1240,         619.50,       120.6665,      7.0185,      6.9323,      0.0611,      0.0031,
                1241,         620.00,       121.0221,      7.0329,      6.9399,      0.0612,      0.0000,
                1242,         620.50,       121.2071,      7.0392,      6.9434,      0.0612,      0.0001,
                1243,         621.00,       121.8910,      7.0574,      6.9543,      0.0612,      0.0000,
                1244,         621.50,       122.0668,      7.0510,      6.9540,      0.0613,      0.0009,
                1245,         622.00,       123.0122,      7.0396,      6.9584,      0.0613,      0.0088,
                1246,         622.50,       123.7203,      7.0458,      6.9658,      0.0614,      0.0004,
                1247,         623.00,       124.2797,      7.0525,      6.9719,      0.0614,      0.0000,
                1248,         623.50,       124.2797,      7.0525,      6.9719,      0.0614,      0.0000,
                1249,         624.00,       124.2797,      7.0525,      6.9719,      0.0614,      0.0000,
                1250,         624.50,       124.5185,      7.0364,      6.9642,      0.0614,      0.0001,
                1251,         625.00,       124.9776,      7.0091,      6.9476,      0.0613,      0.0019,
                1252,         625.50,       125.4279,      6.9876,      6.9359,      0.0613,      0.0002,
                1253,         626.00,       126.0182,      6.9145,      6.8925,      0.0614,      0.0018,
                1254,         626.50,       129.2017,      6.6767,      6.8010,      0.0640,      0.0011,
                1255,         627.00,       129.3681,      6.6647,      6.7935,      0.0640,      0.0004,
                1256,         627.50,       129.8818,      6.6401,      6.7793,      0.0640,      0.0007,
                1257,         628.00,       130.1388,      6.6390,      6.7793,      0.0640,      0.0000,
                1258,         628.50,       130.1388,      6.6390,      6.7793,      0.0640,      0.0000,
                1259,         629.00,       130.4459,      6.6417,      6.7819,      0.0640,      0.0000,
                1260,         629.50,       133.4246,      6.5013,      6.6939,      0.0657,      0.0039,
                1261,         630.00,       136.1531,      6.3117,      6.5708,      0.0683,      0.0018,
                1262,         630.50,       138.2625,      6.1218,      6.5077,      0.0710,      0.0085,
                1263,         631.00,       137.6946,      5.9528,      6.3608,      0.0697,      0.0041,
                1264,         631.50,       135.8431,      5.8486,      6.2556,      0.0686,      0.0001,
                1265,         632.00,       135.3463,      5.7942,      6.2034,      0.0681,      0.0008,
                1266,         632.50,       137.8863,      5.5700,      6.0424,      0.0682,      0.0022,
                1267,         633.00,       135.6694,      5.3808,      5.8548,      0.0662,      0.0070,
                1268,         633.50,       133.8934,      5.1766,      5.6589,      0.0641,      0.0070,
                1269,         634.00,       133.5547,      5.0729,      5.5631,      0.0631,      0.0023,
                1270,         634.50,       134.5294,      4.9975,      5.5098,      0.0629,      0.0034,
                1271,         635.00,       134.2906,      4.9539,      5.4706,      0.0625,      0.0001,
                1272,         635.50,       135.2627,      4.8748,      5.4602,      0.0641,      0.0028,
                1273,         636.00,       135.3086,      4.8623,      5.4489,      0.0640,      0.0000,
                1274,         636.50,       135.5242,      4.8541,      5.4448,      0.0640,      0.0013,
                1275,         637.00,       135.7754,      4.8521,      5.4438,      0.0640,      0.0000,
                1276,         637.50,       135.9877,      4.8488,      5.4426,      0.0640,      0.0003,
                1277,         638.00,       136.3967,      4.8476,      5.4422,      0.0639,      0.0000,
                1278,         638.50,       137.3406,      4.8161,      5.4307,      0.0641,      0.0053,
                1279,         639.00,       137.6555,      4.8036,      5.4239,      0.0642,      0.0000,
                1280,         639.50,       137.1581,      4.7831,      5.4011,      0.0639,      0.0000,
                1281,         640.00,       136.3562,      4.6923,      5.3133,      0.0629,      0.0011,
                1282,         640.50,       134.9694,      4.6285,      5.2436,      0.0621,      0.0001,
                1283,         641.00,       134.9419,      4.6037,      5.2187,      0.0617,      0.0000,
                1284,         641.50,       135.1990,      4.6023,      5.2180,      0.0617,      0.0000,
                1285,         642.00,       135.4683,      4.6008,      5.2173,      0.0616,      0.0000,
                1286,         642.50,       135.9044,      4.5958,      5.2149,      0.0615,      0.0037,
                1287,         643.00,       136.4235,      4.5905,      5.2119,      0.0613,      0.0000,
                1288,         643.50,       133.1435,      4.4571,      5.0629,      0.0595,      0.0004,
                1289,         644.00,       124.0583,      4.0599,      4.6283,      0.0539,      0.0032,
                1290,         644.50,       112.4074,      3.5767,      4.1009,      0.0475,      0.0138,
                1291,         645.00,       103.2595,      3.1276,      3.6233,      0.0414,      0.0065,
                1292,         645.50,       94.8864,      2.8476,      3.2966,      0.0375,      0.0003,
                1293,         646.00,       93.8168,      2.8125,      3.2110,      0.0359,      0.0057,
                1294,         646.50,       94.0931,      2.8151,      3.2097,      0.0358,      0.0000,
                1295,         647.00,       94.2778,      2.8164,      3.2090,      0.0357,      0.0000,
                1296,         647.50,       94.3356,      2.8169,      3.2091,      0.0357,      0.0000,
                1297,         648.00,       94.6690,      2.8198,      3.2101,      0.0356,      0.0000,
                1298,         648.50,       94.6690,      2.8198,      3.2101,      0.0356,      0.0000,
                1299,         649.00,       94.7539,      2.8205,      3.2104,      0.0356,      0.0000,
                1300,         649.50,       95.0344,      2.8196,      3.2115,      0.0356,      0.0015,
                1301,         650.00,       95.3843,      2.8185,      3.2112,      0.0355,      0.0000,
                1302,         650.50,       95.4770,      2.8192,      3.2117,      0.0355,      0.0000,
                1303,         651.00,       95.4818,      2.8192,      3.2117,      0.0355,      0.0000,
                1304,         651.50,       95.4324,      2.8178,      3.2101,      0.0355,      0.0000,
                1305,         652.00,       95.3582,      2.8139,      3.2053,      0.0354,      0.0000,
                1306,         652.50,       100.8554,      2.8264,      3.2849,      0.0370,      0.0001,
                1307,         653.00,       101.9985,      2.8076,      3.2777,      0.0368,      0.0009,
                1308,         653.50,       102.5964,      2.7947,      3.2950,      0.0374,      0.0006,
                1309,         654.00,       102.8192,      2.7920,      3.2943,      0.0373,      0.0004,
                1310,         654.50,       102.9727,      2.7862,      3.2930,      0.0374,      0.0000,
                1311,         655.00,       102.9881,      2.7798,      3.2872,      0.0375,      0.0001,
                1312,         655.50,       102.7228,      2.7713,      3.2768,      0.0373,      0.0000,
                1313,         656.00,       102.2804,      2.7550,      3.2592,      0.0372,      0.0008,
                1314,         656.50,       102.9269,      2.6867,      3.2213,      0.0380,      0.0011,
                1315,         657.00,       101.2437,      2.5868,      3.1180,      0.0369,      0.0028,
                1316,         657.50,       99.2807,      2.4989,      3.0270,      0.0360,      0.0000,
                1317,         658.00,       98.8244,      2.4667,      3.0141,      0.0359,      0.0003,
                1318,         658.50,       99.4252,      2.4582,      3.0633,      0.0367,      0.0000,
                1319,         659.00,       99.5978,      2.4579,      3.0623,      0.0367,      0.0000,
                1320,         659.50,       99.6677,      2.4579,      3.0622,      0.0367,      0.0000,
                1321,         660.00,       99.8161,      2.4582,      3.0621,      0.0366,      0.0000,
                1322,         660.50,       99.8161,      2.4582,      3.0621,      0.0366,      0.0000,
                1323,         661.00,       99.9403,      2.4586,      3.0628,      0.0366,      0.0000,
                1324,         661.50,       99.9185,      2.4581,      3.0622,      0.0366,      0.0000,
                1325,         662.00,       100.9811,      2.4492,      3.0581,      0.0364,      0.0016,
                1326,         662.50,       99.6290,      2.3887,      2.9892,      0.0355,      0.0010,
                1327,         663.00,       97.1951,      2.1836,      2.8032,      0.0331,      0.0004,
                1328,         663.50,       92.0577,      2.0139,      2.6168,      0.0311,      0.0015,
                1329,         664.00,       90.1313,      1.9271,      2.5164,      0.0298,      0.0041,
                1330,         664.50,       89.9992,      1.8879,      2.4786,      0.0293,      0.0029,
                1331,         665.00,       90.2482,      1.8591,      2.4508,      0.0289,      0.0021,
                1332,         665.50,       90.8311,      1.8373,      2.4364,      0.0287,      0.0003,
                1333,         666.00,       91.0993,      1.8151,      2.4158,      0.0284,      0.0001,
                1334,         666.50,       91.9894,      1.7925,      2.5381,      0.0306,      0.0000,
                1335,         667.00,       91.9218,      1.7885,      2.5313,      0.0305,      0.0000,
                1336,         667.50,       92.0757,      1.7883,      2.5303,      0.0304,      0.0000,
                1337,         668.00,       92.6111,      1.7876,      2.5312,      0.0304,      0.0000,
                1338,         668.50,       92.8226,      1.7875,      2.5307,      0.0303,      0.0000,
                1339,         669.00,       93.2650,      1.7860,      2.5310,      0.0303,      0.0000,
                1340,         669.50,       93.2668,      1.7860,      2.5310,      0.0303,      0.0000,
                1341,         670.00,       93.6786,      1.7822,      2.5297,      0.0302,      0.0000,
                1342,         670.50,       100.7165,      1.7349,      2.7676,      0.0358,      0.0002,
                1343,         671.00,       100.7809,      1.7300,      2.7622,      0.0357,      0.0004,
                1344,         671.50,       102.5796,      1.7030,      2.7655,      0.0364,      0.0005,
                1345,         672.00,       103.3101,      1.6888,      2.7548,      0.0365,      0.0003,
                1346,         672.50,       111.1367,      1.5780,      2.7199,      0.0405,      0.0012,
                1347,         673.00,       113.1042,      1.4443,      2.5759,      0.0395,      0.0051,
                1348,         673.50,       109.5822,      1.3599,      2.4395,      0.0371,      0.0239,
                1349,         674.00,       288.2175,      0.7469,      2.4310,      0.0141,      33.5324,
                1350,         674.50,       293.0605,      0.7581,      2.4065,      0.0104,      65.4846,
                1351,         675.00,       204.9672,      0.8008,      2.6549,      0.0229,      126.3247,
                1352,         675.50,       279.0108,      0.7719,      2.6259,      0.0249,      0.0900,
                1353,         676.00,       268.5621,      0.7423,      2.5237,      0.0238,      0.1561,
                1354,         676.50,       259.3652,      0.7166,      2.4355,      0.0230,      0.2375,
                1355,         677.00,       253.1335,      0.6988,      2.3752,      0.0224,      0.1535,
                1356,         677.50,       244.6803,      0.6715,      2.2945,      0.0218,      0.1381,
                1357,         678.00,       228.5160,      0.6210,      2.1293,      0.0200,      0.3978,
                1358,         678.50,       213.0146,      0.5784,      1.9812,      0.0186,      0.5420,
                1359,         679.00,       285.7779,      0.4711,      2.1068,      0.0211,      369.5738,
                1360,         679.50,       272.4768,      0.5300,      2.2369,      0.0293,      2.1105,
                1361,         680.00,       265.1782,      0.5154,      2.1750,      0.0284,      0.1818,
                1362,         680.50,       257.0393,      0.4990,      2.1062,      0.0275,      0.7413,
                1363,         681.00,       248.5556,      0.4810,      2.0314,      0.0264,      1.1312,
                1364,         681.50,       241.5495,      0.4684,      1.9732,      0.0256,      0.1873,
                1365,         682.00,       237.8051,      0.4760,      1.9479,      0.0250,      0.0462,
                1366,         682.50,       235.6767,      0.4880,      1.9388,      0.0248,      0.0273,
                1367,         683.00,       233.5742,      0.4849,      1.9221,      0.0246,      0.0000,
                1368,         683.50,       232.1569,      0.4828,      1.9129,      0.0245,      0.0000,
                1369,         684.00,       231.6930,      0.4817,      1.9091,      0.0245,      0.0002,
                1370,         684.50,       231.7367,      0.4816,      1.9103,      0.0245,      0.0000,
                1371,         685.00,       232.1069,      0.4806,      1.9084,      0.0244,      0.0000,
                1372,         685.50,       232.1751,      0.4813,      1.9095,      0.0244,      0.0051,
                1373,         686.00,       232.4688,      0.4835,      1.9127,      0.0243,      0.0000,
                1374,         686.50,       219.4566,      0.4570,      1.8055,      0.0229,      0.0000,
                1375,         687.00,       185.3382,      0.4096,      1.5711,      0.0199,      0.0041,
                1376,         687.50,       159.0329,      0.5184,      1.7629,      0.0232,      0.0022,
                1377,         688.00,       150.9041,      0.4802,      1.7093,      0.0209,      0.0037,
                1378,         688.50,       149.2534,      0.4823,      1.6919,      0.0205,      0.0121,
                1379,         689.00,       147.7561,      0.4791,      1.6727,      0.0201,      0.0001,
                1380,         689.50,       147.0127,      0.4758,      1.6633,      0.0200,      0.0018,
                1381,         690.00,       147.1206,      0.4753,      1.6599,      0.0198,      0.0005,
                1382,         690.50,       147.2112,      0.4743,      1.6599,      0.0198,      0.0001,
                1383,         691.00,       147.1023,      0.4739,      1.6582,      0.0198,      0.0000,
                1384,         691.50,       147.2982,      0.4738,      1.6598,      0.0199,      0.0001,
                1385,         692.00,       147.5467,      0.4740,      1.6609,      0.0199,      0.0001,
                1386,         692.50,       155.5786,      0.4572,      1.7269,      0.0236,      0.0014,
                1387,         693.00,       159.5321,      0.4447,      1.7977,      0.0241,      0.0016,
                1388,         693.50,       164.4508,      0.4368,      1.9365,      0.0279,      0.0011,
                1389,         694.00,       165.0159,      0.4365,      1.9408,      0.0280,      0.0005,
                1390,         694.50,       170.2484,      0.4339,      2.1735,      0.0352,      0.0008,
                1391,         695.00,       173.0061,      0.4285,      2.2975,      0.0371,      0.0036,
                1392,         695.50,       177.0246,      0.4288,      2.5198,      0.0430,      0.0022,
                1393,         696.00,       179.0898,      0.4237,      2.5113,      0.0429,      0.0040,
                1394,         696.50,       182.0667,      0.4265,      2.5457,      0.0445,      0.0138,
                1395,         697.00,       181.2222,      0.4255,      2.5180,      0.0437,      0.0058,
                1396,         697.50,       179.8737,      0.4294,      2.4939,      0.0431,      0.0062,
                1397,         698.00,       178.8856,      0.4260,      2.4717,      0.0426,      0.0067,
                1398,         698.50,       181.1824,      0.4213,      2.4775,      0.0430,      0.0037,
                1399,         699.00,       180.5744,      0.4197,      2.4609,      0.0426,      0.0017,
                1400,         699.50,       178.6244,      0.4201,      2.4285,      0.0418,      0.0086,
                1401,         700.00,       172.1730,      0.4082,      2.3277,      0.0396,      0.0091,
                1402,         700.50,       166.0428,      0.3943,      2.2375,      0.0380,      0.0007,
                1403,         701.00,       164.4830,      0.3875,      2.1994,      0.0372,      0.0004,
                1404,         701.50,       168.6678,      0.3816,      2.2191,      0.0384,      0.0007,
                1405,         702.00,       169.4562,      0.3802,      2.2156,      0.0384,      0.0000,
                1406,         702.50,       171.6657,      0.3765,      2.2327,      0.0397,      0.0000,
                1407,         703.00,       174.3669,      0.3736,      2.4043,      0.0430,      0.0012,
                1408,         703.50,       177.3055,      0.3953,      2.7477,      0.0492,      0.0175,
                1409,         704.00,       172.9195,      0.4005,      2.6555,      0.0467,      0.0227,
                1410,         704.50,       168.0885,      0.4077,      2.5679,      0.0446,      0.0100,
                1411,         705.00,       166.8210,      0.4059,      2.5365,      0.0437,      0.0042,
                1412,         705.50,       169.1935,      0.4038,      2.5492,      0.0442,      0.0024,
                1413,         706.00,       171.7468,      0.3981,      2.5385,      0.0440,      0.0037,
                1414,         706.50,       178.2168,      0.3905,      2.5843,      0.0468,      0.0077,
                1415,         707.00,       181.7496,      0.3838,      2.5649,      0.0465,      0.0040,
                1416,         707.50,       184.6563,      0.3890,      2.5883,      0.0475,      0.0031,
                1417,         708.00,       182.6933,      0.3860,      2.5421,      0.0463,      0.0035,
                1418,         708.50,       179.9530,      0.3835,      2.4976,      0.0453,      0.0026,
                1419,         709.00,       179.0314,      0.3828,      2.4798,      0.0449,      0.0001,
                1420,         709.50,       179.0654,      0.3826,      2.4780,      0.0448,      0.0004,
                1421,         710.00,       178.7611,      0.3823,      2.4730,      0.0447,      0.0000,
                1422,         710.50,       178.6208,      0.3820,      2.4711,      0.0447,      0.0000,
                1423,         711.00,       178.3671,      0.3821,      2.4661,      0.0445,      0.0000,
                1424,         711.50,       178.3671,      0.3821,      2.4661,      0.0445,      0.0000,
                1425,         712.00,       178.5140,      0.3826,      2.4659,      0.0445,      0.0000,
                1426,         712.50,       178.5179,      0.3827,      2.4660,      0.0445,      0.0000,
                1427,         713.00,       178.5247,      0.3827,      2.4660,      0.0445,      0.0000,
                1428,         713.50,       178.1471,      0.3823,      2.4600,      0.0443,      0.0000,
                1429,         714.00,       177.3004,      0.3806,      2.4482,      0.0441,      0.0000,
                1430,         714.50,       176.4473,      0.3787,      2.4364,      0.0439,      0.0000,
                1431,         715.00,       176.1610,      0.3782,      2.4325,      0.0438,      0.0000,
                1432,         715.50,       176.4894,      0.3873,      2.4716,      0.0450,      0.0003,
                1433,         716.00,       176.6511,      0.3888,      2.4705,      0.0447,      0.0030,
                1434,         716.50,       176.5319,      0.4023,      2.4768,      0.0444,      0.0091,
                1435,         717.00,       176.5468,      0.4088,      2.4784,      0.0442,      0.0000,
                1436,         717.50,       175.9103,      0.4084,      2.4684,      0.0440,      0.0000,
                1437,         718.00,       174.1168,      0.4088,      2.4415,      0.0433,      0.0003,
                1438,         718.50,       173.3815,      0.4267,      2.5210,      0.0442,      0.0000,
                1439,         719.00,       172.8249,      0.4264,      2.5125,      0.0441,      0.0000,
                1440,         719.50,       172.9199,      0.4302,      2.5242,      0.0442,      0.0000,
                1441,         720.00,       173.6333,      0.4370,      2.5365,      0.0440,      0.0003,
                1442,         720.50,       174.4182,      0.4456,      2.5638,      0.0445,      0.0002,
                1443,         721.00,       176.1259,      0.4809,      2.7168,      0.0465,      0.0048,
                1444,         721.50,       176.8301,      0.5234,      2.9520,      0.0507,      0.0009,
                1445,         722.00,       175.1676,      0.5609,      3.0317,      0.0507,      0.0080,
                1446,         722.50,       174.2406,      0.6194,      3.4449,      0.0579,      0.0060,
                1447,         723.00,       167.9914,      0.6024,      3.3026,      0.0547,      0.0032,
                1448,         723.50,       163.1431,      0.5917,      3.1891,      0.0525,      0.0084,
                1449,         724.00,       162.0459,      0.5922,      3.1474,      0.0514,      0.0073,
                1450,         724.50,       162.8294,      0.5998,      3.1500,      0.0512,      0.0057,
                1451,         725.00,       163.9493,      0.5985,      3.1421,      0.0508,      0.0048,
                1452,         725.50,       167.0165,      0.5902,      3.1556,      0.0516,      0.0016,
                1453,         726.00,       168.7909,      0.5800,      3.1425,      0.0523,      0.0006,
                1454,         726.50,       173.3111,      0.5631,      3.1863,      0.0570,      0.0004,
                1455,         727.00,       174.7992,      0.5556,      3.1629,      0.0577,      0.0003,
                1456,         727.50,       175.3409,      0.5529,      3.1727,      0.0588,      0.0007,
                1457,         728.00,       175.5757,      0.5521,      3.1719,      0.0589,      0.0000,
                1458,         728.50,       175.5761,      0.5521,      3.1719,      0.0589,      0.0000,
                1459,         729.00,       175.7499,      0.5515,      3.1657,      0.0587,      0.0000,
                1460,         729.50,       175.7104,      0.5514,      3.1650,      0.0587,      0.0000,
                1461,         730.00,       175.5327,      0.5510,      3.1587,      0.0585,      0.0000,
                1462,         730.50,       174.6193,      0.5481,      3.1411,      0.0582,      0.0005,
                1463,         731.00,       172.0548,      0.5426,      3.0827,      0.0569,      0.0035,
                1464,         731.50,       170.2205,      0.5432,      3.0367,      0.0556,      0.0040,
                1465,         732.00,       169.5685,      0.5430,      3.0195,      0.0551,      0.0000,
                1466,         732.50,       169.5685,      0.5430,      3.0195,      0.0551,      0.0000,
                1467,         733.00,       169.5685,      0.5430,      3.0195,      0.0551,      0.0000,
                1468,         733.50,       169.5129,      0.5434,      3.0171,      0.0550,      0.0005,
                1469,         734.00,       169.5400,      0.5435,      3.0172,      0.0550,      0.0000,
                1470,         734.50,       168.4003,      0.5405,      2.9959,      0.0546,      0.0000,
                1471,         735.00,       167.4157,      0.5395,      3.0200,      0.0549,      0.0028,
                1472,         735.50,       166.2346,      0.5539,      3.3960,      0.0629,      0.0006,
                1473,         736.00,       158.2059,      0.5302,      3.2047,      0.0589,      0.0067,
                1474,         736.50,       151.4735,      0.5127,      3.0472,      0.0556,      0.0003,
                1475,         737.00,       148.8643,      0.5029,      2.9851,      0.0543,      0.0003,
                1476,         737.50,       151.8541,      0.4943,      2.9962,      0.0548,      0.0007,
                1477,         738.00,       152.6077,      0.4905,      2.9832,      0.0546,      0.0001,
                1478,         738.50,       155.3950,      0.4822,      2.9964,      0.0564,      0.0010,
                1479,         739.00,       158.6335,      0.4696,      2.9709,      0.0577,      0.0013,
                1480,         739.50,       159.9979,      0.4505,      2.9406,      0.0600,      0.0013,
                1481,         740.00,       153.8112,      0.4198,      2.7283,      0.0555,      0.0033,
                1482,         740.50,       139.0986,      0.3824,      2.4419,      0.0493,      0.0017,
                1483,         741.00,       121.9691,      0.3413,      2.0935,      0.0412,      0.0117,
                1484,         741.50,       109.4753,      0.3146,      1.8185,      0.0346,      0.0078,
                1485,         742.00,       102.6549,      0.3008,      1.6704,      0.0310,      0.0035,
                1486,         742.50,       99.4790,      0.2959,      1.5979,      0.0292,      0.0033,
                1487,         743.00,       97.7739,      0.2938,      1.5524,      0.0279,      0.0026,
                1488,         743.50,       95.6586,      0.2919,      1.5054,      0.0268,      0.0025,
                1489,         744.00,       91.1901,      0.2845,      1.4177,      0.0247,      0.0062,
                1490,         744.50,       87.4152,      0.2773,      1.3444,      0.0231,      0.0007,
                1491,         745.00,       85.4438,      0.2718,      1.3131,      0.0225,      0.0000,
                1492,         745.50,       86.2691,      0.2798,      1.3262,      0.0226,      0.0046,
                1493,         746.00,       85.8016,      0.2792,      1.3184,      0.0225,      0.0002,
                1494,         746.50,       87.0927,      0.3093,      1.3480,      0.0225,      0.0090,
                1495,         747.00,       88.5973,      0.3426,      1.3731,      0.0220,      0.0024,
                1496,         747.50,       88.0329,      0.3411,      1.3640,      0.0218,      0.0000,
                1497,         748.00,       88.0136,      0.3416,      1.3622,      0.0217,      0.0000,
                1498,         748.50,       88.0136,      0.3416,      1.3622,      0.0217,      0.0000,
                1499,         749.00,       88.8421,      0.3440,      1.3668,      0.0216,      0.0000,
                1500,         749.50,       88.8421,      0.3440,      1.3668,      0.0216,      0.0000,
                1501,         750.00,       88.8421,      0.3440,      1.3668,      0.0216,      0.0000,
                1502,         750.50,       88.5354,      0.3432,      1.3619,      0.0216,      0.0000,
                1503,         751.00,       92.8835,      0.4093,      1.5789,      0.0242,      0.0096,
                1504,         751.50,       98.2686,      0.4758,      1.9052,      0.0290,      0.0002,
                1505,         752.00,       99.4066,      0.4748,      1.9215,      0.0288,      0.0024,
                1506,         752.50,       104.3089,      0.4773,      2.0022,      0.0296,      0.0021,
                1507,         753.00,       106.7432,      0.4751,      2.0141,      0.0294,      0.0019,
                1508,         753.50,       113.0719,      0.4657,      2.0712,      0.0310,      0.0028,
